Conversion ID,Advertiser,Status,Conversion Time,Estimate M1 Cashback Value
c51f8487c488447e8cafe229e9fb6fdf-1,Shopee SG,Approved,7/1/2024 16:05,0.098
2f7d692d91ff4a00abdc6413213de8de-1,Shopee SG,Approved,7/1/2024 12:02,0.011
0f246b361a514b30b6af850a3c177565-1,Shopee SG,Approved,7/1/2024 12:02,0.009
77745902e2a7432d9001635a1674931a-1,Shopee SG,Approved,7/1/2024 12:02,0.014
7a74f629ea5a428fa094d3d2d49c1529-1,Shopee SG,Approved,7/1/2024 12:02,0.01
338146421,Lazada SG,Rejected,6/1/2024 22:29,0.209
338146422,Lazada SG,Rejected,6/1/2024 22:29,0.209
338152233,Lazada SG,Pending,6/1/2024 19:15,0.32
338152238,Lazada SG,Pending,6/1/2024 19:15,0.319
338152243,Lazada SG,Pending,6/1/2024 19:15,0.319
338167234,Lazada SG,Pending,6/1/2024 12:18,0.099
338167235,Lazada SG,Pending,6/1/2024 12:18,0.009
338167236,Lazada SG,Pending,6/1/2024 12:18,0.042
338176033,Lazada SG,Pending,6/1/2024 7:52,0.03
337948604,Lazada SG,Pending,5/1/2024 20:38,1.971
337948960,Lazada SG,Pending,5/1/2024 18:43,0.01
337948961,Lazada SG,Pending,5/1/2024 18:43,0.022
337948964,Lazada SG,Pending,5/1/2024 18:43,0.015
337948962,Lazada SG,Pending,5/1/2024 18:43,0.006
337948963,Lazada SG,Pending,5/1/2024 18:43,0.006
337663803,Lazada SG,Pending,4/1/2024 23:32,1.362
337663804,Lazada SG,Pending,4/1/2024 23:32,1.362
337663805,Lazada SG,Pending,4/1/2024 23:32,1.107
337663806,Lazada SG,Pending,4/1/2024 23:32,1.107
337364887,Lazada SG,Pending,3/1/2024 18:15,0.076
337364888,Lazada SG,Pending,3/1/2024 18:15,0.108
337365788,Lazada SG,Pending,3/1/2024 12:40,0.406
337365796,Lazada SG,Rejected,3/1/2024 12:38,0.406
337365906,Lazada SG,Pending,3/1/2024 11:51,0
337366067,Lazada SG,Pending,3/1/2024 11:01,1.404
337366068,Lazada SG,Pending,3/1/2024 11:01,0.094
337366069,Lazada SG,Pending,3/1/2024 11:01,0.094
337366070,Lazada SG,Pending,3/1/2024 11:01,0.094
337366071,Lazada SG,Pending,3/1/2024 11:01,0.094
337366424,Lazada SG,Pending,3/1/2024 8:37,0.014
337366425,Lazada SG,Pending,3/1/2024 8:37,0.011
337366426,Lazada SG,Pending,3/1/2024 8:37,0.017
337366427,Lazada SG,Pending,3/1/2024 8:37,0.01
337366428,Lazada SG,Pending,3/1/2024 8:37,0.009
337366429,Lazada SG,Pending,3/1/2024 8:37,0.009
337366430,Lazada SG,Pending,3/1/2024 8:37,0.012
337366431,Lazada SG,Pending,3/1/2024 8:37,0.012
337366432,Lazada SG,Pending,3/1/2024 8:37,0.025
337366433,Lazada SG,Pending,3/1/2024 8:37,0.008
337366562,Lazada SG,Pending,3/1/2024 5:36,12.22
5f29369bf7724529994ff03e164158f4-1,Shopee SG,Approved,6/1/2024 22:54,0.694
55b948f2114d46499310e3a4ca3032bb-1,Shopee SG,Pending,6/1/2024 22:54,0.59
1db8a29a1b3743ba85e43807ef18ccbf-1,Shopee SG,Approved,6/1/2024 12:52,0.319
5a00bb046a4a4cc1a812c78d438756a5-1,Shopee SG,Pending,6/1/2024 12:52,0.201
5b638b5fd5164a878c5c3d0766ed499e-1,Shopee SG,Approved,6/1/2024 12:52,0.045
e006ff11e85c4e55ab2091fda4fd6981-1,Shopee SG,Approved,6/1/2024 12:52,0.062
d7dd143a963a4ac5ae963284a6d5757c-1,Shopee SG,Approved,6/1/2024 12:52,0.024
8796054b03e64fc98d7d80279914bf19-1,Shopee SG,Approved,6/1/2024 12:52,0.262
15b0194fd42f400f95e0d2073c1b4865-1,Shopee SG,Pending,6/1/2024 10:16,0.11
354f7835c1f943e6bbbd4cf37b35d8e6-1,Shopee SG,Pending,6/1/2024 10:16,0.083
3c18372be4d5482d83c56c708b44092d-1,Shopee SG,Pending,6/1/2024 10:16,0.016
18a844264b7c41cfb28c59a66404bd0b-1,Shopee SG,Pending,6/1/2024 10:16,0.016
2f18fe04c8944e05aae99e3848259e0e-1,Shopee SG,Pending,6/1/2024 10:16,0.016
24005f0e62d84404a4c3828e6dfc0916-1,Shopee SG,Pending,6/1/2024 10:16,0.016
a8b765aa345847e6b14947ae9e525efd-1,Shopee SG,Pending,6/1/2024 10:16,0.016
3ee228d94b714a7a8902e51cb2633e42-1,Shopee SG,Pending,6/1/2024 10:16,0.017
dc3abde1b27242f7a276ff3589786755-1,Shopee SG,Pending,6/1/2024 10:16,0.017
6edb8044ac994b71bfd089974c8f3b46-1,Shopee SG,Pending,6/1/2024 10:16,0.017
c64a502f41474b418c0b9f01094a43fb-1,Shopee SG,Pending,6/1/2024 10:16,0.14
4eda4bdc32c1408b8a5546dd56b5457a-1,Shopee SG,Pending,6/1/2024 10:16,0.14
bf5cc6a8b42a46ac83345b788935fbd6-1,Shopee SG,Pending,6/1/2024 10:16,0.056
07de9c59a2d14e418e1afad24928e85a-1,Shopee SG,Pending,6/1/2024 10:16,0.051
d0196806b8314a14a625170a338f905b-1,Shopee SG,Pending,6/1/2024 10:16,0.157
8a9aa51d430949769dc7118e33faa1d8-1,Shopee SG,Pending,6/1/2024 10:16,0.125
6b87cb05ebe04630bf3f949ff29e63c8-1,Shopee SG,Pending,6/1/2024 10:16,0.102
fc6b9089241c473589dd86ec71d66923-1,Shopee SG,Pending,6/1/2024 10:16,0.073
a32e07e2ff5a4861a992f4e63506a9b9-1,Shopee SG,Approved,6/1/2024 9:09,0.241
3125a40d79cf498795a146bf56091ebd-1,Shopee SG,Approved,5/1/2024 21:38,0.091
9652d6ccaacc4402bd5302d04d2d62e4-1,Shopee SG,Approved,5/1/2024 9:24,0.103
77330d9cc81040a2bdd946c4ba4006df-1,Shopee SG,Approved,5/1/2024 9:24,0.117
df783ee675874023a5da83615709d9de-1,Shopee SG,Approved,5/1/2024 9:24,0.308
ec075285b10845fea7d6ad585e6d8e29,Shopee SG,Approved,5/1/2024 9:24,0.175
13175a53b27245efad935e64f3a700ba-1,Shopee SG,Approved,5/1/2024 8:40,0.199
7521780db3484410a1661595c6976cec-1,Shopee SG,Approved,5/1/2024 8:40,0.676
2d192555b1bb4133ac0f824178ddd485-1,Shopee SG,Approved,5/1/2024 0:30,0.249
1974e112abbe4d2899004f00006328fd-1,Shopee SG,Approved,4/1/2024 20:39,0.355
bd5291d17ed442b98d9017f683950c13-1,Shopee SG,Approved,4/1/2024 20:39,0.326
dc0c7d8d173543c89361df36b8db1c5d-1,Shopee SG,Approved,4/1/2024 20:39,0.522
80c0a50e5cfd45edb9b5b00e4c64bdcf-1,Shopee SG,Approved,4/1/2024 20:39,0.244
78b7d64c0368497b8c1de05427c1c60c-1,Shopee SG,Approved,4/1/2024 20:39,0.09
fc66ba8ed6ae44f68d035999b215e07b-1,Shopee SG,Pending,4/1/2024 20:39,0.225
6b8601a890f748f69a1d1bf2d0f3ff0c-1,Shopee SG,Pending,4/1/2024 20:39,0.159
94c11856b4b74206973e146bc65f13a6-1,Shopee SG,Pending,4/1/2024 20:20,0.209
9527d08f73b140bbad6b8ee355189352-1,Shopee SG,Approved,4/1/2024 19:44,0.782
d27328521b8747368bc06b3830305d28-1,Shopee SG,Approved,4/1/2024 4:31,0.244
195e732119f543fd9924b20e5bc00434-1,Shopee SG,Approved,3/1/2024 23:05,0.144
dc93a6dfa59a459ea7ee124b3373ed8a-1,Shopee SG,Approved,3/1/2024 23:05,0.122
fadc7a5b1c9f49a1bf06896d6e08e550-1,Shopee SG,Approved,3/1/2024 23:05,0.103
5604556cdcef4ad2908aaeb63a555f0b-1,Shopee SG,Approved,3/1/2024 23:05,0.158
1a0c173d57014afa94a70e1ab5c25651-1,Shopee SG,Approved,3/1/2024 16:19,0.501
be513a3df8554f86af79531eb4ea35ea-1,Shopee SG,Pending,3/1/2024 13:53,0.045
337053708,Lazada SG,Rejected,2/1/2024 23:34,0.01
337053709,Lazada SG,Rejected,2/1/2024 23:34,0.01
336764455,Lazada SG,Pending,1/1/2024 14:03,0.38
336764456,Lazada SG,Pending,1/1/2024 14:03,2.299
336765126,Lazada SG,Pending,1/1/2024 11:49,0.209
336765572,Lazada SG,Pending,1/1/2024 10:12,0.153
336765573,Lazada SG,Pending,1/1/2024 10:12,0.153
336765623,Lazada SG,Pending,1/1/2024 9:57,0.386
336765885,Lazada SG,Pending,1/1/2024 8:37,0.479
336767884,Lazada SG,Pending,1/1/2024 0:13,0.992
336767885,Lazada SG,Pending,1/1/2024 0:13,0.992
c9bf9b9bab414b3fb3ffedc9ccd7693f-1,Shopee SG,Pending,1/1/2024 21:47,6.3
625a038a61aa431ca9c3d550bff1a8e3-1,Shopee SG,Approved,1/1/2024 20:31,1.928
336223723,Lazada SG,Rejected,30/12/2023 22:26,0.192
336223843,Lazada SG,Pending,30/12/2023 22:05,0.013
336223844,Lazada SG,Pending,30/12/2023 22:05,0.013
336223845,Lazada SG,Pending,30/12/2023 22:05,0.013
336224623,Lazada SG,Rejected,30/12/2023 17:41,0.668
336224734,Lazada SG,Pending,30/12/2023 16:46,0.576
336225415,Lazada SG,Pending,30/12/2023 13:02,1.315
336001224,Lazada SG,Approved,29/12/2023 19:23,0.057
336001225,Lazada SG,Approved,29/12/2023 19:23,0.211
336001226,Lazada SG,Approved,29/12/2023 19:23,0
335772442,Lazada SG,Approved,28/12/2023 21:13,0.445
335772744,Lazada SG,Approved,28/12/2023 20:26,0.045
335772745,Lazada SG,Approved,28/12/2023 20:26,0.18
ac1b14a8f3924f83880551fe15afa513-1,Shopee SG,Pending,30/12/2023 19:02,0.112
ed5d5499f5cd499285f43b604682cb5d-1,Shopee SG,Approved,30/12/2023 18:24,0.024
288559b762654165831bd64a281ab5c6-1,Shopee SG,Approved,30/12/2023 18:04,1.477
87b8af9490da41a7bbace5be2d74eeb4-1,Shopee SG,Approved,30/12/2023 07:37,0.071
b516fb60a8d144428d25a8c6277de5b2-1,Shopee SG,Approved,30/12/2023 07:37,0.016
278d8dd51dbc46c39bcf5b3867e55c60-1,Shopee SG,Approved,30/12/2023 07:37,0.016
2ab00696667748efab4e1c7e82da0a67-1,Shopee SG,Approved,30/12/2023 07:37,0.016
80b07124b7e842e5b7886ce4143a76fa-1,Shopee SG,Approved,30/12/2023 07:37,0.044
7c8dcb2cc3a5459a946621706e106b83-1,Shopee SG,Approved,29/12/2023 21:42,0.246
f9a5440b4c394705bc8869ffd4f92db0-1,Shopee SG,Approved,29/12/2023 21:42,1.237
20a013711d4a4484bc03ea19785a4676-1,Shopee SG,Pending,29/12/2023 18:39,0.338
945a8203735e4a479ef67834630d3da7-1,Shopee SG,Approved,29/12/2023 18:08,0.346
d41845579d994af3b4e4b84509afa902-1,Shopee SG,Approved,29/12/2023 18:06,0.183
8cffec5474b24b5abf38fc7fd63d2713-1,Shopee SG,Approved,29/12/2023 14:09,0.077
03f952e5b4e841618e9d8873b9d0d8cd-1,Shopee SG,Pending,29/12/2023 14:09,0.268
151bd80424c444f7b8f989e78c73a111-1,Shopee SG,Approved,29/12/2023 14:09,0.059
3c5f3fad287d448f82809cd98e394ce6-1,Shopee SG,Approved,29/12/2023 14:09,0.059
18802d2be8ba446a84551ed71be1d3c8-1,Shopee SG,Approved,29/12/2023 14:09,0.059
19c713c7e98b4340be0587b8fd172c73-1,Shopee SG,Approved,29/12/2023 14:09,0.031
06384d3a5e0b4738a751dd29dd867140-1,Shopee SG,Approved,29/12/2023 14:09,0.031
0d26e9fc41224e85ab6856c16c322b87-1,Shopee SG,Approved,29/12/2023 14:09,0.031
91b52a36aa86426ba3e912dfce49dcf4-1,Shopee SG,Approved,29/12/2023 14:09,0.022
339cf432ad6f425c99fe43910ec78b8a-1,Shopee SG,Approved,29/12/2023 14:09,0.031
ad8083fb56b94c12ba03ff611928161c-1,Shopee SG,Approved,29/12/2023 14:09,0.077
79743d3c53c94df8be3fb3e1b7edbfd4-1,Shopee SG,Approved,29/12/2023 14:09,0.06
8788513429bd4fdc82bf7824da910a62-1,Shopee SG,Approved,29/12/2023 14:09,0.06
0291fa42024f4d40a2d2672f4fe355c8-1,Shopee SG,Pending,29/12/2023 14:09,0.251
17933aea21d44a1eb1735e0eb1eafdc9-1,Shopee SG,Approved,29/12/2023 14:09,0.188
d31a8b2e2fe541f4b4dfc9d67b9706a0-1,Shopee SG,Approved,29/12/2023 14:09,0.042
fb1330c200e7478bb7621e0fd02193c9-1,Shopee SG,Approved,29/12/2023 14:09,0.042
9ec4b82bac354997a799d1430dff63a1-1,Shopee SG,Approved,29/12/2023 14:09,0.082
ad28b9c473fa4cb8958dfa159fe703de-1,Shopee SG,Approved,29/12/2023 14:09,0.072
2a5424f0d888432d851212ddf87faf92-1,Shopee SG,Approved,29/12/2023 14:09,0.043
b3069f0dae8d4edc8e2fb4f1f1c8e13e,Shopee SG,Approved,29/12/2023 14:09,0.261
77303840dc364adcb805df4e71dd24e0,Shopee SG,Approved,29/12/2023 14:09,0.261
958526b2a54f497cb25439e4fd786f07-1,Shopee SG,Pending,29/12/2023 08:47,0.078
ad5fa478797c4014903633d669e4830b-1,Shopee SG,Approved,29/12/2023 08:47,0.076
4f8000e8965a4300a8f102a1ded821b7,Shopee SG,Approved,29/12/2023 00:42,2.752
49b29cab826c4a8fb2246a83c26a71e2-1,Shopee SG,Approved,28/12/2023 18:29,0.51
3336c740808e4c29802af3983e58e193-1,Shopee SG,Approved,28/12/2023 15:26,0.025
392843f172844174acaae4d4e3995c78-1,Shopee SG,Approved,28/12/2023 15:26,0.032
63561b1ee25940c798cfc3b9fcd45fe8-1,Shopee SG,Approved,28/12/2023 15:26,0.048
ced3c91a319948429fb13e98382469a3-1,Shopee SG,Approved,28/12/2023 12:20,0.13
726b8867957c4dc6b5cef2d56a4d9803-1,Shopee SG,Pending,28/12/2023 12:20,0.013
9c72a9de26284b958b1cd33ee6fb1152-1,Shopee SG,Approved,28/12/2023 12:20,0.02
c05662a10031469bbb89eec306caf649-1,Shopee SG,Approved,28/12/2023 12:20,0.013
1aea325a2fe3447c8fa09e97cd94d671-1,Shopee SG,Approved,28/12/2023 12:20,0.025
16a006defaef460aa40a1fa35f355b1c-1,Shopee SG,Approved,28/12/2023 12:20,0.038
335522642,Lazada SG,Pending,27/12/2023 23:55,0.127
335522643,Lazada SG,Pending,27/12/2023 23:55,0.057
335522644,Lazada SG,Pending,27/12/2023 23:55,0.079
335245604,Lazada SG,Pending,26/12/2023 16:23,0.013
335245605,Lazada SG,Pending,26/12/2023 16:23,0.007
335245606,Lazada SG,Pending,26/12/2023 16:23,0.005
335246229,Lazada SG,Approved,26/12/2023 13:30,0.146
335246235,Lazada SG,Approved,26/12/2023 13:30,0.026
335246236,Lazada SG,Rejected,26/12/2023 13:30,0.009
335246237,Lazada SG,Approved,26/12/2023 13:30,0
335246238,Lazada SG,Approved,26/12/2023 13:30,0.087
335246239,Lazada SG,Approved,26/12/2023 13:30,0.024
335246240,Lazada SG,Approved,26/12/2023 13:30,0.024
335246241,Lazada SG,Approved,26/12/2023 13:30,0.147
335246242,Lazada SG,Approved,26/12/2023 13:30,0.147
335246245,Lazada SG,Approved,26/12/2023 13:30,0.392
335246246,Lazada SG,Approved,26/12/2023 13:30,0.007
335246247,Lazada SG,Approved,26/12/2023 13:30,0.007
335246248,Lazada SG,Approved,26/12/2023 13:30,0.007
335246249,Lazada SG,Approved,26/12/2023 13:30,0.007
335247699,Lazada SG,Approved,26/12/2023 01:43,0.198
335247700,Lazada SG,Approved,26/12/2023 01:43,0.198
7174e39157414ba992a05f93ba3d46ed-1,Shopee SG,Approved,27/12/2023 22:35,0.732
67320e1ad79842778e5bb5c0e7037290-1,Shopee SG,Pending,27/12/2023 17:47,2.24
f2cfc0a9df1b418d8ee8b94d91dd98fe-1,Shopee SG,Approved,27/12/2023 16:53,0.13
53d450ea5fb443d3b91eabbe72932ed7-1,Shopee SG,Approved,27/12/2023 14:12,0.164
bebacb8cbec64bbbad8299fec3867450-1,Shopee SG,Approved,27/12/2023 14:12,0.176
b66c266b1551483b804a1f3f52c85d03-1,Shopee SG,Approved,26/12/2023 20:17,0.928
334987766,Klook,Pending,27/12/2023 00:17,7.87
334963936,Lazada SG,Approved,25/12/2023 19:07,0.061
334963937,Lazada SG,Approved,25/12/2023 19:07,0.112
334963938,Lazada SG,Approved,25/12/2023 19:07,0.049
334964853,Lazada SG,Rejected,25/12/2023 14:36,0.39
334964854,Lazada SG,Rejected,25/12/2023 14:36,0.39
334964855,Lazada SG,Rejected,25/12/2023 14:36,0.39
334964856,Lazada SG,Rejected,25/12/2023 14:36,0.375
334964859,Lazada SG,Rejected,25/12/2023 14:36,0.374
334965264,Lazada SG,Rejected,25/12/2023 12:27,0.007
334965265,Lazada SG,Rejected,25/12/2023 12:27,0.007
334965266,Lazada SG,Rejected,25/12/2023 12:27,0.011
334965267,Lazada SG,Rejected,25/12/2023 12:27,0.017
334965268,Lazada SG,Rejected,25/12/2023 12:27,0.017
334965269,Lazada SG,Rejected,25/12/2023 12:27,0.026
334965270,Lazada SG,Rejected,25/12/2023 12:27,0.026
334965271,Lazada SG,Rejected,25/12/2023 12:27,0.063
334965272,Lazada SG,Rejected,25/12/2023 12:27,0.027
334965273,Lazada SG,Rejected,25/12/2023 12:27,0.011
334965274,Lazada SG,Rejected,25/12/2023 12:27,0.011
334965275,Lazada SG,Rejected,25/12/2023 12:27,0.011
334965276,Lazada SG,Rejected,25/12/2023 12:27,0.028
334965277,Lazada SG,Rejected,25/12/2023 12:27,0.028
334965725,Lazada SG,Approved,25/12/2023 09:46,0.02
334966669,Lazada SG,Approved,25/12/2023 00:25,0.012
334966670,Lazada SG,Approved,25/12/2023 00:25,0.012
334966675,Lazada SG,Approved,25/12/2023 00:25,0.012
906f350b1c6b46bcbf8220511522ad7a-1,Fairprice ON,Approved,26/12/2023 10:17,0.8
2c0605e9281c4351929a4847baf4a7cb-1,Shopee SG,Approved,25/12/2023 23:06,0.123
c95427a2847d4804a903dbf42e3f4e1f-1,Shopee SG,Approved,25/12/2023 23:06,0.035
47e784daea344abdad5903322bc2bdf5-1,Shopee SG,Approved,25/12/2023 23:06,0.035
7883e06129164ebe8273540ed86c3849-1,Shopee SG,Approved,25/12/2023 21:46,0.181
7e816462094a42708d35b3fafed21c2b-1,Shopee SG,Approved,25/12/2023 21:46,0.233
1e1e378d28804f9385869bee860e5b4f-1,Shopee SG,Approved,25/12/2023 21:46,0.273
58a1bba9b6bd4afdba6795c339c257eb-1,Shopee SG,Approved,25/12/2023 21:46,0.222
ece6709d0a25428b95de593c447346a4-1,Shopee SG,Approved,25/12/2023 21:46,0.167
b0c61bef0a9a4cb8a54e6345167c3eb7-1,Shopee SG,Approved,25/12/2023 21:46,0.064
a8d40cf7f9094de58a3e449a9e8e83fe-1,Shopee SG,Approved,25/12/2023 21:46,1.019
5a6cfc14113f42078b60d591a8b81147-1,Shopee SG,Approved,25/12/2023 21:27,0.128
bd14eaa49c4a4599a66c17016b8337fa-1,Shopee SG,Approved,25/12/2023 19:03,0.13
66a5cd9be50d4336a996776b0aec7ee4-1,Shopee SG,Approved,25/12/2023 19:03,0.086
49b0854448c1462fbba9ddbf6142f563-1,Shopee SG,Approved,25/12/2023 19:03,0.234
dd996259c38e4c629b6ceb3a273c37b9-1,Shopee SG,Approved,25/12/2023 19:00,0.133
053392024cda401eaae86702f0c173cc-1,Shopee SG,Approved,25/12/2023 19:00,0.133
d299647202fc477abe82b60bbeec15ae-1,Shopee SG,Approved,25/12/2023 19:00,0.133
da75850751be478089a35e3f9b7c33e1-1,Shopee SG,Approved,25/12/2023 19:00,0.133
1a14748fb44749ee8d3bcc3febd7c353-1,Shopee SG,Approved,25/12/2023 19:00,0.265
4e911cdf754c4825a8fdb248a88db75c-1,Shopee SG,Approved,25/12/2023 19:00,0.116
7234b56e5f26482c88747bba222c2f34-1,Shopee SG,Approved,25/12/2023 19:00,0.058
c77d57eab5744cb684abb30c7a236a8f-1,Shopee SG,Approved,25/12/2023 19:00,0.058
c4048e1747784fa6aa3f0d35604a0225-1,Shopee SG,Approved,25/12/2023 19:00,0.207
98dd0c83856e4832839665d6d11f3183-1,Shopee SG,Approved,25/12/2023 19:00,0.337
a833a74099954c6a9ed50c3f6ce12ba3-1,Shopee SG,Approved,25/12/2023 19:00,1.064
62d7f60a35f9471bb4d76df588fe5fc5-1,Shopee SG,Approved,25/12/2023 19:00,0.052
f45c896d8ec34bed9d9d629b620771cb-1,Shopee SG,Approved,25/12/2023 19:00,0.028
dd264545054a4865838a51a8a16ff75f-1,Shopee SG,Approved,25/12/2023 19:00,0.028
81a129461d764da3a4dbcd40ab8583f1,Shopee SG,Approved,25/12/2023 19:00,0.32
af8538fb08c44f70a6c4b68d10f1be43-1,Shopee SG,Approved,25/12/2023 19:00,0.395
baa0e77d2ba34c48a3a5c2fd25767619-1,Shopee SG,Approved,25/12/2023 19:00,0.047
b3cb8dd212df45edbc7bf42708caf647-1,Shopee SG,Approved,25/12/2023 19:00,0.045
1818874334d9497c9c85c21a38674b3c-1,Shopee SG,Approved,25/12/2023 19:00,0.045
5f8df258809d49de93578ed462562738-1,Shopee SG,Approved,25/12/2023 19:00,0.045
16f76f98977b4cb9b4275c9eba338ef8-1,Shopee SG,Approved,25/12/2023 19:00,0.058
65f8f878ec7541a4a2476b877febfb04-1,Shopee SG,Approved,25/12/2023 19:00,0.095
77b6ffd71f6e477bafeb5f7c88617cb7-1,Shopee SG,Approved,25/12/2023 19:00,0.06
df2198ca8ce74a7889568318fef9574a-1,Shopee SG,Approved,25/12/2023 19:00,0.046
885b3605f88f48b7a5d66f00d524f991-1,Shopee SG,Approved,25/12/2023 19:00,0.067
600b33abc58b496fa8a42ec6fa04a895,Shopee SG,Approved,25/12/2023 19:00,0.037
9fae4761a1b24690b75e29d679140d6f-1,Shopee SG,Approved,25/12/2023 19:00,0.089
a347069d00a44e758351938c453c618e-1,Shopee SG,Approved,25/12/2023 16:45,1.152
b7681ab5c9c34bfa90dba809f7d987bf-1,Shopee SG,Approved,25/12/2023 03:45,0.037
c14190deea1d4a0297eb5054f64ae3b7-1,Shopee SG,Approved,25/12/2023 03:45,0.026
a7042fa189f04a60b87f18b4841e1f0f-1,Shopee SG,Approved,25/12/2023 01:36,0.428
34a59547e296452fab69e6bc04a95ff2-1,Shopee SG,Approved,25/12/2023 01:36,0.484
889eed1b102243c78127831b6b1ee547-1,Shopee SG,Approved,25/12/2023 01:36,0.28
01322a5cda1849dca247a4de45fbc02c-1,Shopee SG,Approved,25/12/2023 01:36,0.484
ffdee7218a42452cad33070487187e46-1,Shopee SG,Approved,25/12/2023 01:24,0.469
87cb5992f3d04417800404d20c6f518e-1,Shopee SG,Approved,25/12/2023 00:14,0.157
c174bf180e8146ac93ee2164ba1e8253-1,Shopee SG,Approved,25/12/2023 00:11,0.021
a4eb4ff61acd46ca82229fbe45c0773c-1,Shopee SG,Approved,25/12/2023 00:11,0.288
40b187ccca904331990c25e8f9225f38-1,Shopee SG,Approved,25/12/2023 00:11,0.066
8493b1ef9281432ead1e1393757af192-1,Shopee SG,Approved,25/12/2023 00:11,0.105
be27d29f49ed45dd8bd0e447bfa751ab-1,Shopee SG,Approved,25/12/2023 00:11,0.016
fbf697df5c2347ffb40ffa8234afb38b-1,Shopee SG,Approved,25/12/2023 00:11,0.022
e319142782c6440286a0fccee1eb82a0-1,Shopee SG,Approved,25/12/2023 00:11,0.022
23d66efcbc3e469eaa8ce3984b6fcfe8-1,Shopee SG,Approved,25/12/2023 00:11,0.022
5da87f3a695d475fa0080dc1c6778bda-1,Shopee SG,Approved,25/12/2023 00:11,0.023
f90784aa4af2446ab30265abdc18061e-1,Shopee SG,Approved,25/12/2023 00:11,0.043
ae09c5d825aa4edd981953470a241b12-1,Shopee SG,Approved,25/12/2023 00:11,0.045
417f932186d54f78881de5e7f0e868b2-1,Shopee SG,Approved,25/12/2023 00:11,0.037
cdd285f5c76546d1bb98df1d4baaff6e-1,Shopee SG,Approved,25/12/2023 00:11,0.096
0c0ad080bd3d4e00a19ccbebeb491bff-1,Shopee SG,Approved,25/12/2023 00:11,0.057
ff04abf93b134015b861419876f16433-1,Shopee SG,Approved,25/12/2023 00:10,0.275
e4a03eff742a49999fb2e2199b14b358-1,Shopee SG,Approved,25/12/2023 00:10,0.381
b328102b42004a849431733c24225da9-1,Shopee SG,Approved,25/12/2023 00:10,0.129
94e992ac16734187b01558512539e2fc-1,Shopee SG,Approved,25/12/2023 00:10,0.147
a3dc2923eedc4300984773e7a2b6787d-1,Shopee SG,Approved,25/12/2023 00:10,0.147
915984acc4ca41948bbeaa83f77c9694-1,Shopee SG,Approved,25/12/2023 00:10,0.127
db9fccb0b9454cf0a95863de20474252-1,Shopee SG,Approved,25/12/2023 00:10,0.144
878ce37aff804cbabbdf183f8a44e31b-1,Shopee SG,Approved,25/12/2023 00:10,0.173
3f7be94257b7432b924013e4c2d51c15-1,Shopee SG,Approved,25/12/2023 00:07,0.354
334657038,Lazada SG,Approved,24/12/2023 22:31,0.009
334639033,Lazada SG,Approved,24/12/2023 22:31,0.009
334639480,Lazada SG,Pending,24/12/2023 18:46,0.053
334174445,Lazada SG,Approved,22/12/2023 13:43,0.596
334174446,Lazada SG,Approved,22/12/2023 13:43,0.478
334174447,Lazada SG,Approved,22/12/2023 13:43,0.014
333859664,Lazada SG,Rejected,21/12/2023 23:49,0.102
333859665,Lazada SG,Rejected,21/12/2023 23:49,0.109
333859869,Lazada SG,Pending,21/12/2023 22:52,0.673
333860427,Lazada SG,Approved,21/12/2023 18:21,0.048
333860428,Lazada SG,Approved,21/12/2023 18:21,0.048
333860429,Lazada SG,Approved,21/12/2023 18:21,0.048
333860430,Lazada SG,Approved,21/12/2023 18:21,0.048
333860431,Lazada SG,Approved,21/12/2023 18:21,0.048
333860432,Lazada SG,Approved,21/12/2023 18:21,0.048
333860442,Lazada SG,Approved,21/12/2023 18:21,0.047
333860796,Lazada SG,Rejected,21/12/2023 15:45,0.798
333861325,Lazada SG,Approved,21/12/2023 12:03,0.016
333861327,Lazada SG,Approved,21/12/2023 12:03,0.013
333861328,Lazada SG,Approved,21/12/2023 12:03,0.013
333861329,Lazada SG,Rejected,21/12/2023 12:03,0.781
333861330,Lazada SG,Approved,21/12/2023 12:03,0.109
333861866,Lazada SG,Approved,21/12/2023 07:02,0.121
333861867,Lazada SG,Approved,21/12/2023 07:02,0.154
f2d63eaf553947f38ec7caf3b4c31e71-1,Shopee SG,Approved,24/12/2023 02:21,0.056
cfab19fa182f42edbe2f451b61ad9dd6-1,Shopee SG,Approved,23/12/2023 15:47,0.453
8a57525db14b487a81f18bb652fe12dd-1,Shopee SG,Pending,22/12/2023 22:10,0.055
fa1b1efcf730455393ec3e619b40e88a-1,Shopee SG,Approved,22/12/2023 15:27,0.144
3975ade253dd42e6b89ede7163318e13-1,Shopee SG,Approved,22/12/2023 11:11,0.205
6f789bad31984fae9a5f6f4c93fbaf31-1,Shopee SG,Approved,22/12/2023 08:26,0.072
b6ed84d8db6643fe97f0d19f7f5c4bab-1,Shopee SG,Approved,22/12/2023 08:26,0.058
bf2c7d7c0ec24d419df1127936df7152-1,Shopee SG,Approved,22/12/2023 08:26,0.052
766cea79f4f844809e7b147f81b1335a-1,Shopee SG,Approved,22/12/2023 08:26,0.044
bf7d0014118d4832ba4fe2664c8c2756-1,Shopee SG,Approved,22/12/2023 08:26,0.019
ca9fb7d8260345818f3351b2792bebf9-1,Shopee SG,Approved,22/12/2023 08:09,0.053
53b32003b8ae4c928564878e9892820f-1,Shopee SG,Approved,22/12/2023 08:09,0.074
