Conversion ID,Advertiser,Status,Order ID,Conversion Time,Click Time,Currency,EUID,Estimate Order Value,Estimate Optimise Cashback Value,Cashback % or Amount,Estimate M1 Cashback Value,"Estimate Cashback Value
(Exclude GST)",,Settlement Date,Partner Approved but payment not received. But pulseid have done the settlement
027318ff83d14de4a90f7f6d1db2c5dc-1,Shopee SG,Pending,240416VBT7NGFA_9660054565_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,3,0.07,1.60%,0.048,0.045,,,
8b31d034196c48079b4fed0c1eefbef5-1,Shopee SG,Pending,240416VBT7NGFB_11277396185_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,9.97,0.23,1.60%,0.16,0.148,,,
95ee3a4e3afa4aeeb4d367043636f5d9-1,Shopee SG,Pending,240416VBT7NGFE_18494611849_4,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,1.92,0.04,1.60%,0.031,0.029,,,
0c38a4ff543f4a0db2372e86db7f042b-1,Shopee SG,Pending,240416VBT7NGFE_18494611849_2,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,1.92,0.04,1.60%,0.031,0.029,,,
859ddd78c6ae4ae98a4a36dc9ff7a375-1,Shopee SG,Pending,240416VBT7NGFM_22361831250_2,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,1.86,0.04,1.60%,0.03,0.028,,,
444eb13d8f4d437e80f7e6916f556a66-1,Shopee SG,Pending,240416VBT7NGFH_22525580177_2,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,3.94,0.09,1.60%,0.063,0.059,,,
3d64df78e4fc433fa2a9934ec924a3a4-1,Shopee SG,Pending,240416VBT7NGFE_18694054081_5,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,1.91,0.04,1.60%,0.031,0.028,,,
56052bcebc2a4e6497bf7efb13a02056-1,Shopee SG,Pending,240416VBT7NGFC_11811639437_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,6.61,0.15,1.60%,0.106,0.098,,,
d4e0f7b7721448cfada8b7d77179e3e0-1,Shopee SG,Pending,240416VBT7NGFK_21058656159_2,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,9.09,0.21,1.60%,0.145,0.135,,,
2fad7c84e98043a1b4856ae9a7bdfac0-1,Shopee SG,Pending,240416VBT7NGFK_21058656159_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,9.09,0.21,1.60%,0.145,0.135,,,
c104fd166ba74e92ba3ea47cb7339ffa-1,Shopee SG,Pending,240416VBT7NGFA_9660054565_5,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,3.25,0.07,1.60%,0.052,0.048,,,
0dc7bad6fa464ce3812dc0c85008d6a2-1,Shopee SG,Pending,240416VBT7NGFM_24702880708_3,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,7.17,0.16,1.60%,0.115,0.107,,,
6bf4b9a5243f4f11aeae55f147431eac-1,Shopee SG,Pending,240416VBT7NGF9_3261622049_2,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,12.76,0.29,1.60%,0.204,0.19,,,
77be597a40134df9988675d7f007acdb-1,Shopee SG,Pending,240416VBT7NGF9_2656388942_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,6.41,0.15,1.60%,0.103,0.095,,,
04ec7037dd5640008fa4dbec09f72153-1,Shopee SG,Pending,240416VBT7NGFA_9660054565_3,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,5.35,0.12,1.60%,0.086,0.08,,,
dd79614d89c64a8197ff49f655b2777b-1,Shopee SG,Pending,240416VBT7NGFG_19881556450_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,4.32,0.1,1.60%,0.069,0.064,,,
c2d169e687e740309aa183b356ada52f-1,Shopee SG,Pending,240416VBT7NGFM_22361831250_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,6.87,0.16,1.60%,0.11,0.102,,,
60d4044a840645898353ae0dcefdcc5f-1,Shopee SG,Pending,240416VBT7NGFB_23761239261_3,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,16.57,0.38,1.60%,0.265,0.247,,,
6d5f941c37024470af3408c34aa97f0a-1,Shopee SG,Pending,240416VBT7NGFE_18494611849_3,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,7.04,0.16,1.60%,0.113,0.105,,,
adc6183402644924ab50a3758d5a14dd-1,Shopee SG,Pending,240416VBT7NGFE_18494611849_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,7.04,0.16,1.60%,0.113,0.105,,,
73e1e89744e54d92b61e755f8ba501f9-1,Shopee SG,Pending,240416VBT7NGFJ_20582948852_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,8.89,0.2,1.60%,0.142,0.132,,,
859b5f11e307438b99c741ce4690d292-1,Shopee SG,Pending,240416VBT7NGFD_12124233923_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,17.22,0.4,1.60%,0.276,0.256,,,
613c89112f414f75a539593ee5250181-1,Shopee SG,Pending,240416VBT7NGFH_20104706961_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,2.45,0.06,1.60%,0.039,0.036,,,
50d0ce95fe2541c9b8a2bc659f883de7-1,Shopee SG,Pending,240416VBT7NGFB_14419889104_2,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,19.88,0.46,1.60%,0.318,0.296,,,
5825239c9da74f5c843cf7333c6f5912-1,Shopee SG,Pending,240416VBT7NGFF_19290673439_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,22.24,0.51,1.60%,0.356,0.331,,,
db1ac4e17369456a8572e9c86a383df5,Shopee SG,Pending,240416VBT7NGFN_22482101857_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,12.63,0.29,1.60%,0.202,0.188,,,
fc156b09dac643ab8517255b2d10035d-1,Shopee SG,Pending,240416VBT7NGFA_9660054565_4,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,3.26,0.07,1.60%,0.052,0.049,,,
c9fa7c1d6b41450c966e3b1ed90c36dc-1,Shopee SG,Pending,240416VBT7NGFP_24606237447_1,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,14.43,0.33,1.60%,0.231,0.215,,,
781b8dff73ff440abbb791bff2520484-1,Shopee SG,Pending,240416VBT7NGF9_7018071631_3,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,10.62,0.24,1.60%,0.17,0.158,,,
4b319d1ac1544631bbcd0ae1ca115a57-1,Shopee SG,Pending,240416VBT7NGF9_1058288201_5,16/04/2024 21:52,14/04/2024 23:12,SGD,e594e3d5-d1a5-41fe-b123-2ad41dc85e6b,12.97,0.3,1.60%,0.208,0.193,,,
0af9605829114de8b76fb28b5d6aad59-1,Shopee SG,Pending,240416V58AV34T_2001380630_1,16/04/2024 19:55,16/04/2024 19:52,SGD,b821cee9-013b-49cb-b622-0a98169eb857,13.87,0.32,1.60%,0.222,0.206,,,
80e22f4d9923406a9bf04f7bf49e27e6-1,Shopee SG,Pending,240416UPHHNRG2_19995867815_2,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,2.94,0.07,1.60%,0.047,0.044,,,
811974c3cd5e4d2184162c542c15cc0b-1,Shopee SG,Pending,240416UPHHNRG2_12699101212_1,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,3.59,0.08,1.60%,0.057,0.053,,,
95cfb8b16632447ca7481914a289ccfc-1,Shopee SG,Pending,240416UPHHNRG2_20789602005_3,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,3.34,0.08,1.60%,0.053,0.05,,,
5ceae133d56141dfa0d3bfa8f428bf67-1,Shopee SG,Pending,240416UPHHNRG1_24419025071_16,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,9.5,0.22,1.60%,0.152,0.141,,,
a61d061b541f419685130c7460b3ae0b-1,Shopee SG,Pending,240416UPHHNRG1_6943943990_2,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,6.95,0.16,1.60%,0.111,0.103,,,
f6b8341ac01b4ff7bcc2421028ee89c1-1,Shopee SG,Pending,240416UPHHNRG1_5157197566_10,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,6.96,0.16,1.60%,0.111,0.104,,,
f904c3520e66468aa334b7f03e3656a7-1,Shopee SG,Pending,240416UPHHNRG1_6633299102_11,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,7.89,0.18,1.60%,0.126,0.117,,,
a7eb338d27f0401697edbd2ab0e8bc43-1,Shopee SG,Pending,240416UPHHNRG1_3434229957_8,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,31.8,0.73,1.60%,0.509,0.473,,,
0bf33a9bd24b4be9a2b54a12e39a235c-1,Shopee SG,Pending,240416UPHHNRG1_2278078524_13,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,5.88,0.14,1.60%,0.094,0.087,,,
d20c7445b20a41668c9f7aa8aad3e554-1,Shopee SG,Pending,240416UPHHNRG1_4243463172_9,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,7.65,0.18,1.60%,0.122,0.114,,,
7c4bb3834adc47988b9c037e2faaf92c-1,Shopee SG,Pending,240416UPHHNRG1_6135383029_4,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,7.95,0.18,1.60%,0.127,0.118,,,
60f39a17f80c431ba94f0a185db98cd7-1,Shopee SG,Pending,240416UPHHNRG1_15237502404_6,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,9.54,0.22,1.60%,0.153,0.142,,,
66168b54dab741a29a49c29bbdedc5ad-1,Shopee SG,Pending,240416UPHHNRG1_2913273888_1,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,14.51,0.33,1.60%,0.232,0.216,,,
71b62a2224d941e4ade720d06f941984-1,Shopee SG,Pending,240416UPHHNRG1_7620113101_5,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,7.95,0.18,1.60%,0.127,0.118,,,
48d497b7f37f43dd973734709e9cfb15-1,Shopee SG,Pending,240416UPHHNRG1_18492173574_12,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,11.62,0.27,1.60%,0.186,0.173,,,
4282b8f967964aa1a4dd252a29f642fd-1,Shopee SG,Pending,240416UPHHNRG1_7327336604_3,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,13.68,0.31,1.60%,0.219,0.204,,,
d10cfefcff654056b5e80e68bcaf7eed-1,Shopee SG,Pending,240416UPHHNRG1_10626091465_14,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,11.9,0.27,1.60%,0.19,0.177,,,
e19179949896412099c9e698a258ca1b-1,Shopee SG,Pending,240416UPHHNRG1_16031864192_15,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,1.57,0.04,1.60%,0.025,0.023,,,
34d1ff6d8f1e457f8c34edc3abe95b2f-1,Shopee SG,Pending,240416UPHHNRG2_22561667875_5,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,5.19,0.12,1.60%,0.083,0.077,,,
9d242c57d13e4da58c6d39eab693ce63-1,Shopee SG,Pending,240416UPHHNRG2_22561667875_4,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,5.08,0.12,1.60%,0.081,0.076,,,
9a2babaf5d3c42b3896982f67e1abf91-1,Shopee SG,Pending,240416UPHHNRG2_25300970785_6,16/04/2024 15:32,15/04/2024 00:15,SGD,7f1025d6-8da3-42f5-a358-8285f8a124db,7.5,0.17,1.60%,0.12,0.112,,,
5efc4819bbbb45b5808233bca5d6ff33-1,Shopee SG,Pending,240416UJ5M6UYF_12945639883_1,16/04/2024 14:13,13/04/2024 14:46,SGD,72941bf6-a79c-4e29-9df0-ed89ffa638ed,29.51,0.68,1.60%,0.472,0.439,,,
966cc30fe6c844b683d92094670abc7b-1,Shopee SG,Pending,240416UH4QB2P1_12775212474_2,16/04/2024 13:55,14/04/2024 01:13,SGD,1c062987-12d3-4202-a1ad-7fd829dfd8ee,8.09,0.19,1.60%,0.129,0.12,,,
9010b72751a2485fb56ac4be938fbd94-1,Shopee SG,Pending,240416UH4QB2P1_12775212474_1,16/04/2024 13:55,14/04/2024 01:13,SGD,1c062987-12d3-4202-a1ad-7fd829dfd8ee,8.09,0.19,1.60%,0.129,0.12,,,
186bd6203ad34b20873c0b80fb7f2392-1,Shopee SG,Pending,240416UCC2KW10_24657672902_2,16/04/2024 12:30,16/04/2024 10:52,SGD,b7bb0e0b-c997-4af5-9555-2c29cee5d9a9,15.84,0.36,1.60%,0.253,0.236,,,
cc35b9f1464d4f74a37d3235768baccd-1,Shopee SG,Pending,240416UCC2KW10_24657672902_1,16/04/2024 12:30,16/04/2024 10:52,SGD,b7bb0e0b-c997-4af5-9555-2c29cee5d9a9,15.84,0.36,1.60%,0.253,0.236,,,
995f59f80a32418e9545b2a47117bb2b-1,Shopee SG,Pending,240416UCC2KW0Y_22251862690_2,16/04/2024 12:30,16/04/2024 10:52,SGD,b7bb0e0b-c997-4af5-9555-2c29cee5d9a9,8.71,0.2,1.60%,0.139,0.13,,,
12ce102ada46464a84fd6f6c8fb35531-1,Shopee SG,Pending,240416UCC2KW0Y_22251862690_1,16/04/2024 12:30,16/04/2024 10:52,SGD,b7bb0e0b-c997-4af5-9555-2c29cee5d9a9,8.71,0.2,1.60%,0.139,0.13,,,
0568ae21bda54fa69961029a3e127c55-1,Shopee SG,Pending,240416UA5N2NY2_18916210055_1,16/04/2024 11:50,15/04/2024 00:32,SGD,263af0de-aaff-438a-bae5-82bbc1912438,19.6,0.45,1.60%,0.314,0.292,,,
4260916234d0422882696a90c50538d5-1,Shopee SG,Pending,240416UA5N2NY1_3553046544_1,16/04/2024 11:50,15/04/2024 00:32,SGD,263af0de-aaff-438a-bae5-82bbc1912438,15.43,0.35,1.60%,0.247,0.23,,,
69c313ab13454a2e8b6c27cf6a10bd96-1,Shopee SG,Pending,240416U0T3R02M_23360370742_1,16/04/2024 09:03,16/04/2024 08:59,SGD,d89ec1db-8e17-4e12-9c8d-26263bf09dc9,21.78,0.5,1.60%,0.348,0.324,,,
b228b250546f4076b3f99558b5e8ead3-1,Shopee SG,Pending,240416TK7WKT3S_6242249768_1,16/04/2024 05:00,14/04/2024 11:31,SGD,6f7bbb62-62a4-4149-9213-7d718d752f11,72.67,1.67,1.60%,1.163,1.081,,,
8e07d5f0da3f4c588a949281125065d0-1,Shopee SG,Pending,240416TG0N5QAH_18075483445_1,16/04/2024 04:02,13/04/2024 09:14,SGD,80fe471c-07bf-4084-bece-391fcad2ef11,19.2,0.44,1.60%,0.307,0.286,,,
6a8fc782d8a14593be429b6156487fe5-1,Shopee SG,Pending,240416T66P55A9_22251379392_1,16/04/2024 01:07,16/04/2024 01:05,SGD,7a7e64fb-1ba1-4073-bf4e-2e936cb43b72,4.88,0.11,1.60%,0.078,0.073,,,
a1ed1a69d4374ca5b300d627f5556210-1,Shopee SG,Pending,240416T4YMU6AW_15538980826_2,16/04/2024 00:45,15/04/2024 15:28,SGD,330b8b47-8766-4110-9d75-912b1f913205,6.12,0.14,1.60%,0.098,0.091,,,
ec54e501d9cb4bbcb4a4ade05d5b8c04-1,Shopee SG,Pending,240416T4YMU6AX_17944869684_1,16/04/2024 00:45,15/04/2024 15:28,SGD,330b8b47-8766-4110-9d75-912b1f913205,13.73,0.32,1.60%,0.22,0.204,,,
7e09ea73540c408c924eaeceea937c8d-1,Shopee SG,Pending,240416T4YMU6AW_15538980826_1,16/04/2024 00:45,15/04/2024 15:28,SGD,330b8b47-8766-4110-9d75-912b1f913205,6.13,0.14,1.60%,0.098,0.091,,,
86fd5088983d49f0a76e524a33493907-1,Shopee SG,Pending,240416T4YMU6AY_20578573013_3,16/04/2024 00:45,15/04/2024 15:28,SGD,330b8b47-8766-4110-9d75-912b1f913205,6.39,0.15,1.60%,0.102,0.095,,,
58d66af5cf7441208960dfa69fe33723-1,Shopee SG,Pending,240416T4YMU6AY_20578573013_1,16/04/2024 00:45,15/04/2024 15:28,SGD,330b8b47-8766-4110-9d75-912b1f913205,6.39,0.15,1.60%,0.102,0.095,,,
d36f26aa32ac45f9b5891e4483d00e7c-1,Shopee SG,Pending,240416T4YMU6AY_20578573013_2,16/04/2024 00:45,15/04/2024 15:28,SGD,330b8b47-8766-4110-9d75-912b1f913205,6.41,0.15,1.60%,0.103,0.095,,,
ff3c9f8838674d8ab8f54be78fe26161-1,Shopee SG,Pending,240415SYVXRAWK_24707328570_1,15/04/2024 23:14,15/04/2024 22:20,SGD,a63b6f01-b32a-49fe-898f-f3b1c4a8e9a5,8.94,0.21,1.60%,0.143,0.133,,,
9042d3f24fb14e3fa86778b4b385fe01-1,Shopee SG,Pending,240415SWQMHRYF_23129087423_1,15/04/2024 22:35,15/04/2024 22:34,SGD,3d8cdbfd-144a-48d5-a5d0-385654eba3e5,21.78,0.5,1.60%,0.348,0.324,,,
02790be34b794339a4e0f02cecf9ba74-1,Shopee SG,Pending,240415SVFW7WNB_22462507027_2,15/04/2024 22:13,15/04/2024 22:02,SGD,261959ec-4bcb-4dfa-9b24-3cce7398baf1,12.14,0.28,1.60%,0.194,0.181,,,
9d19ec199e1a4109bdf1475caa4700ac-1,Shopee SG,Pending,240415SVFW7WNB_22462507027_1,15/04/2024 22:13,15/04/2024 22:02,SGD,261959ec-4bcb-4dfa-9b24-3cce7398baf1,12.14,0.28,1.60%,0.194,0.181,,,
62a4899fd1af4fcea8efa19a178a82f6-1,Shopee SG,Pending,240415SVFW7WNA_22140778905_3,15/04/2024 22:13,15/04/2024 22:02,SGD,261959ec-4bcb-4dfa-9b24-3cce7398baf1,6.86,0.16,1.60%,0.11,0.102,,,
d7139bb184cc45d3b946751bf5858755-1,Shopee SG,Pending,240415SVFW7WNA_22140778905_2,15/04/2024 22:13,15/04/2024 22:02,SGD,261959ec-4bcb-4dfa-9b24-3cce7398baf1,3.98,0.09,1.60%,0.064,0.059,,,
bbe7b4f373414e90a71686b95ed5f803-1,Shopee SG,Pending,240415SVFW7WNA_22140778905_1,15/04/2024 22:13,15/04/2024 22:02,SGD,261959ec-4bcb-4dfa-9b24-3cce7398baf1,3.82,0.09,1.60%,0.061,0.057,,,
97a0dcd937ce40d9abd14caea3c00a54-1,Shopee SG,Pending,240415SQU1Q5CB_173233099_1,15/04/2024 20:49,15/04/2024 20:49,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,114.9,2.64,1.60%,1.838,1.71,,,
3b2ef1e6315b43a8ab3775e17d715fb3-1,Shopee SG,Pending,240415SQ7E6JAG_23722161921_1,15/04/2024 20:38,15/04/2024 20:37,SGD,4281df96-78eb-4bf6-a811-924fa87bc848,168.53,3.88,1.60%,2.696,2.508,,,
9526cdfe8f3d49948aa3088ba37bb9d9-1,Shopee SG,Pending,240415SNCBX4GC_24613032200_1,15/04/2024 20:05,15/04/2024 20:04,SGD,a575aea7-1438-47a5-93fe-17d735dc21f9,11.99,0.28,1.60%,0.192,0.178,,,
1150e2fada9d4d8c859145b758667ee7-1,Shopee SG,Pending,240415SK7B8C74_15650096353_1,15/04/2024 19:27,14/04/2024 09:17,SGD,6518faa7-3301-4c33-b7b3-58ba405cfaa2,16.86,0.39,1.60%,0.27,0.251,,,
e877a170137d48a094272fd7ae9d139d-1,Shopee SG,Pending,240415SK7B8C74_11198097623_2,15/04/2024 19:27,14/04/2024 09:17,SGD,6518faa7-3301-4c33-b7b3-58ba405cfaa2,20.67,0.48,1.60%,0.331,0.308,,,
f6b1ccd4f17d4caaabad0a6883e7b253-1,Shopee SG,Pending,240415SDFTFYAT_22683605212_1,15/04/2024 17:44,4/12/2023 23:09,SGD,19d00b3e-0f22-4c2e-8693-ddfeaf7b90e9,32,0.74,1.60%,0.512,0.476,,,
ab8f18c75eaf4423a41980d20b3526fa-1,Shopee SG,Pending,240415RYACB3D6_5002159551_1,15/04/2024 13:31,15/04/2024 13:09,SGD,70e5022c-2806-4e2d-91c4-5e360eb29d5e,69.26,1.59,1.60%,1.108,1.031,,,
32eb0eec854e4b5a901b99c97e3fd685-1,Shopee SG,Pending,240415RK2ATNQB_5709771398_1,15/04/2024 09:51,14/04/2024 10:35,SGD,9bce1801-050d-4c93-93ed-1e44af51091c,44.7,1.03,1.60%,0.715,0.665,,,
2caa3e377bbc4f4a8434bb2f6c073d03-1,Shopee SG,Pending,240415QR620PYW_12554239559_2,15/04/2024 01:50,15/04/2024 01:49,SGD,fd49952c-7961-41fd-ab48-712c09591fc3,11.47,0.26,1.60%,0.184,0.171,,,
d11e1d73602b431eac884cd3480fcb03-1,Shopee SG,Pending,240415QR620PYW_11454005754_1,15/04/2024 01:50,15/04/2024 01:49,SGD,fd49952c-7961-41fd-ab48-712c09591fc3,35.21,0.81,1.60%,0.563,0.524,,,
94bb69feb3044d0cbbde5077ae133f9c-1,Shopee SG,Pending,240415QR1QQNDS_12554239559_1,15/04/2024 01:48,15/04/2024 01:47,SGD,fd49952c-7961-41fd-ab48-712c09591fc3,55.96,1.29,1.60%,0.895,0.833,,,
aa22af93277e4797b929d3d5921d272a-1,Shopee SG,Pending,240414QBVW6GBX_4048092606_1,14/04/2024 22:10,14/04/2024 22:09,SGD,54a36b64-716b-45df-819d-7ce8c50426dd,30,0.69,1.60%,0.48,0.446,,,
7565d429297a47e9ad78f7d88a28cfe9-1,Shopee SG,Pending,240414QBVW6GBX_4048092606_3,14/04/2024 22:10,14/04/2024 22:09,SGD,54a36b64-716b-45df-819d-7ce8c50426dd,9.17,0.21,1.60%,0.147,0.136,,,
ce5d02b4bae14df79c005cc7d9660559-1,Shopee SG,Pending,240414QBVW6GBX_4048092606_2,14/04/2024 22:10,14/04/2024 22:09,SGD,54a36b64-716b-45df-819d-7ce8c50426dd,10.83,0.25,1.60%,0.173,0.161,,,
0765f81c40c442d59d8e1be394cf6247-1,Shopee SG,Pending,240414QA2W9QQY_19879366094_1,14/04/2024 21:38,14/04/2024 21:37,SGD,fd49952c-7961-41fd-ab48-712c09591fc3,4.87,0.11,1.60%,0.078,0.072,,,
3bc1e5cd017b49cc81b3ba37204de6ea-1,Shopee SG,Pending,240414PFYX6R19_18084370281_2,14/04/2024 13:51,4/11/2024 11:00,SGD,1f1a1439-cdb5-4ef5-b9cc-ba88fb7caa67,1.39,0.03,1.60%,0.022,0.021,,,
605d3d2f7cd84418b0500e3cdf732d21-1,Shopee SG,Pending,240414PFYX6R19_18084370281_1,14/04/2024 13:51,4/11/2024 11:00,SGD,1f1a1439-cdb5-4ef5-b9cc-ba88fb7caa67,2.78,0.06,1.60%,0.044,0.041,,,
42a32bd01f5c46a08a817d96ae837f5b-1,Shopee SG,Pending,240414PB7CCARB_24369400756_1,14/04/2024 12:26,14/04/2024 12:21,SGD,d89ec1db-8e17-4e12-9c8d-26263bf09dc9,3.07,0.07,1.60%,0.049,0.046,,,
8cc9225c0fb54764b4f81f670a9f592e-1,Shopee SG,Pending,240414P5JWVM9E_17784680090_1,14/04/2024 10:45,14/04/2024 10:44,SGD,28ab8589-8bea-45ee-8e38-f607e78ac4e6,4.98,0.11,1.60%,0.08,0.074,,,
d98efe57bbfd48e6b8771bca6513857f-1,Shopee SG,Pending,240414P3G9FAAJ_15861529927_1,14/04/2024 10:08,14/04/2024 10:07,SGD,28ab8589-8bea-45ee-8e38-f607e78ac4e6,7.06,0.16,1.60%,0.113,0.105,,,
17d5e71c4b4e4a388a3cc3ec37a9d991-1,Shopee SG,Pending,240413MU2P7XCG_13921620877_1,13/04/2024 22:04,13/04/2024 21:57,SGD,bb21669f-a54d-4fcd-8f51-79ffb1674511,1.99,0.05,1.60%,0.032,0.03,,,
ef095f6a051741059eff8eec5feaa1e9-1,Shopee SG,Pending,240413MU2P7XCF_1906016409_1,13/04/2024 22:04,13/04/2024 21:57,SGD,bb21669f-a54d-4fcd-8f51-79ffb1674511,1.52,0.03,1.60%,0.024,0.023,,,
012187e98513422a8a1b217a00dbf68b-1,Shopee SG,Pending,240413MKY4YE60_25661492917_1,13/04/2024 19:57,13/04/2024 15:15,SGD,b7bb0e0b-c997-4af5-9555-2c29cee5d9a9,17.01,0.39,1.60%,0.272,0.253,,,
2cbef9473bb040c3bd150eaf3f1525cb-1,Shopee SG,Pending,240413MJ9K7BWT_9767102043_1,13/04/2024 19:27,4/10/2024 10:52,SGD,680f07e8-b04c-4bf4-9acc-83bc57df0751,28,0.64,1.60%,0.448,0.417,,,
fb6b8cb607664b48a5679e02965063d5-1,Shopee SG,Pending,240413MJ9K7BWU_23949566464_1,13/04/2024 19:27,4/10/2024 10:52,SGD,680f07e8-b04c-4bf4-9acc-83bc57df0751,3.43,0.08,1.60%,0.055,0.051,,,
80befca60c4f4b99b5fd68bafcaabc1b-1,Shopee SG,Pending,240413MH1Q57D1_25819858953_1,13/04/2024 19:05,13/04/2024 19:00,SGD,d89ec1db-8e17-4e12-9c8d-26263bf09dc9,6.17,0.14,1.60%,0.099,0.092,,,
b55545f16ca8440ebf0b3f01a23d0834-1,Shopee SG,Pending,240413M5FFN72B_18084370281_1,13/04/2024 15:38,13/04/2024 15:36,SGD,68ed47c6-ce72-4637-8c9b-173b7a7cc8bb,3.9,0.09,1.60%,0.062,0.058,,,
530dff224c68484aafa4123767af1d55-1,Shopee SG,Pending,240413JXKR0XVG_22778529444_1,13/04/2024 04:02,12/4/2024 22:28,SGD,7b5b14a9-8e33-41ad-ade2-ebafcc0f4420,19.47,0.45,1.60%,0.312,0.29,,,
