Conversion ID,Advertiser,Status,Order ID,Conversion Time,Click Time,Currency,EUID,Estimate Order Value,Estimate Optimise Cashback Value,Cashback % or Amount,Estimate M1 Cashback Value,"Estimate Cashback Value
(Exclude GST)",Unnamed: 13,Settlement Date,Partner Approved but payment not received. But pulseid have done the settlement
332241089,Lazada SG,Approved,1.13E+14,14/12/2023 21:58,14/12/2023 21:53,SGD,c4d862fa-3425-4908-abba-2fd4f31a1270,2.22,0.05,2.00%,0.044,0.041,,7/4/2024,
331908491,Lazada SG,Approved,1.13E+14,14/12/2023 21:34,14/12/2023 21:33,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,2.44,0.08,2.00%,0.049,0.045,,7/4/2024,
331908492,Lazada SG,Approved,1.13E+14,14/12/2023 21:34,14/12/2023 21:33,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,4.05,0.28,4.00%,0.162,0.151,,7/4/2024,
331908671,Lazada SG,Approved,1.14E+14,14/12/2023 20:51,14/12/2023 20:46,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,,7/4/2024,
331909408,Lazada SG,Approved,1.14E+14,14/12/2023 16:52,14/12/2023 16:49,SGD,bd62c2f0-929b-48d6-891a-e9c210c68b10,41.15,0.29,0.50%,0.206,0.191,,7/4/2024,
331909409,Lazada SG,Approved,1.14E+14,14/12/2023 16:52,14/12/2023 16:49,SGD,bd62c2f0-929b-48d6-891a-e9c210c68b10,58.07,0.41,0.50%,0.29,0.27,,7/4/2024,
332240683,Lazada SG,Approved,1.14E+14,14/12/2023 16:44,14/12/2023 16:43,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,2.4,0.01,0.50%,0.012,0.011,,7/4/2024,
331909421,Lazada SG,Approved,1.14E+14,14/12/2023 16:44,14/12/2023 16:43,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,2.67,0.01,0.50%,0.013,0.012,,7/4/2024,
331909910,Lazada SG,Approved,1.14E+14,14/12/2023 14:13,14/12/2023 14:11,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,9.46,0.33,2.00%,0.189,0.176,,7/4/2024,
331910223,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.39,0.01,0.50%,0.017,0.016,,7/4/2024,
331910224,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.32,0.01,0.50%,0.007,0.006,,7/4/2024,
331910225,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.32,0.01,0.50%,0.007,0.006,,7/4/2024,
331910226,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,2.4,0.01,0.50%,0.012,0.011,,7/4/2024,
331910227,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,2.4,0.01,0.50%,0.012,0.011,,7/4/2024,
331910228,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.65,0.01,0.50%,0.018,0.017,,7/4/2024,
331910229,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.65,0.01,0.50%,0.018,0.017,,7/4/2024,
331910230,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.65,0.01,0.50%,0.018,0.017,,7/4/2024,
331910232,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.67,0.01,0.50%,0.008,0.008,,7/4/2024,
331910233,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.16,0.01,0.50%,0.006,0.005,,7/4/2024,
331910234,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.15,0.01,0.50%,0.006,0.005,,7/4/2024,
331910235,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.15,0.01,0.50%,0.006,0.005,,7/4/2024,
331910236,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.15,0.01,0.50%,0.006,0.005,,7/4/2024,
331910237,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910238,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910239,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910240,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910241,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910242,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910243,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331910244,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,7.03,0.05,0.50%,0.035,0.033,,7/4/2024,
331910245,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.39,0.01,0.50%,0.017,0.016,,7/4/2024,
331910246,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,6,0.04,0.50%,0.03,0.028,,7/4/2024,
331910247,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,6,0.04,0.50%,0.03,0.028,,7/4/2024,
331910248,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.71,0.01,0.50%,0.009,0.008,,7/4/2024,
331910249,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.71,0.01,0.50%,0.009,0.008,,7/4/2024,
331910250,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.71,0.01,0.50%,0.009,0.008,,7/4/2024,
331910251,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,1.71,0.01,0.50%,0.009,0.008,,7/4/2024,
331910252,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,2.99,0.01,0.45%,0.013,0.012,,7/4/2024,
331910253,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.01,0.01,0.44%,0.013,0.012,,7/4/2024,
331910254,Lazada SG,Approved,1.13E+14,14/12/2023 12:19,14/12/2023 12:02,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,3.01,0.01,0.44%,0.013,0.012,,7/4/2024,
331645940,Shopee SG - CPS,Approved,156225629273177 | 2312146J48U0XX,14/12/2023 12:00,14/12/2023 10:57,SGD,c599dd56-8b29-4a1b-8f76-1a106b264faa,166.52,1.39,0.83%,1.389,1.292,,7/4/2024,
331910510,Lazada SG,Approved,1.14E+14,14/12/2023 11:00,12/12/2023 15:23,SGD,dc9edc67-f61a-4f1e-a713-7a83a1c34e7c,21.31,0.73,2.00%,0.426,0.396,,7/4/2024,
331910520,Lazada SG,Approved,1.14E+14,14/12/2023 10:51,14/12/2023 10:48,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,4.29,0.03,0.50%,0.021,0.02,,7/4/2024,
331910521,Lazada SG,Approved,1.14E+14,14/12/2023 10:51,14/12/2023 10:48,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,4.29,0.03,0.50%,0.021,0.02,,7/4/2024,
331911107,Lazada SG,Approved,1.13E+14,14/12/2023 06:53,12/12/2023 23:04,SGD,9aec138b-a3b8-4798-84f3-3f590e453cef,9.27,0.25,2.00%,0.185,0.172,,7/4/2024,
331911247,Lazada SG,Approved,1.14E+14,14/12/2023 02:26,12/12/2023 13:30,SGD,e15c346b-1bfe-476d-b46d-70e47ae354b2,8.96,0.25,2.00%,0.179,0.167,,7/4/2024,
331911355,Lazada SG,Approved,1.13E+14,14/12/2023 00:39,11/12/2023 0:11,SGD,da5d33bb-32bb-4fb9-81e5-b203dfe5852d,12.1,0.17,0.50%,0.061,0.056,,7/4/2024,
331911356,Lazada SG,Approved,1.13E+14,14/12/2023 00:39,11/12/2023 0:11,SGD,da5d33bb-32bb-4fb9-81e5-b203dfe5852d,28.23,0.39,0.50%,0.141,0.131,,7/4/2024,
331911464,Lazada SG,Approved,1.14E+14,14/12/2023 00:13,7/12/2023 17:07,SGD,dd7524b3-3a4d-48b9-9536-eee9d8b1318f,54.98,1.54,2.00%,1.1,1.023,,7/4/2024,
331487726,Lazada SG,Approved,1.13E+14,13/12/2023 23:25,12/12/2023 22:39,SGD,bcbedf9e-cb23-4450-831e-7590e267d17c,4.13,0.17,4.00%,0.165,0.154,,7/4/2024,
331487727,Lazada SG,Approved,1.13E+14,13/12/2023 23:25,12/12/2023 22:39,SGD,bcbedf9e-cb23-4450-831e-7590e267d17c,4.11,0.17,4.00%,0.165,0.153,,7/4/2024,
331487728,Lazada SG,Approved,1.13E+14,13/12/2023 23:25,12/12/2023 22:39,SGD,bcbedf9e-cb23-4450-831e-7590e267d17c,1.75,0.07,2.00%,0.035,0.033,,7/4/2024,
331487729,Lazada SG,Approved,1.13E+14,13/12/2023 23:25,12/12/2023 22:39,SGD,bcbedf9e-cb23-4450-831e-7590e267d17c,1.74,0.07,2.00%,0.035,0.032,,7/4/2024,
331487730,Lazada SG,Approved,1.13E+14,13/12/2023 23:25,12/12/2023 22:39,SGD,bcbedf9e-cb23-4450-831e-7590e267d17c,1.74,0.07,2.00%,0.035,0.032,,7/4/2024,
331487732,Lazada SG,Approved,1.13E+14,13/12/2023 23:25,12/12/2023 22:39,SGD,bcbedf9e-cb23-4450-831e-7590e267d17c,3.57,0.15,4.00%,0.143,0.133,,7/4/2024,
330989973,Shopee SG - CPS,Approved,156177589234210 | 23121355CJ97SY,13/12/2023 22:39,13/12/2023 22:31,SGD,334760b9-ab0d-48ca-9f5e-f2bd6fd238d0,846,1.39,0.16%,1.389,1.292,,7/4/2024,
331488091,Lazada SG,Approved,1.13E+14,13/12/2023 22:15,8/12/2023 21:20,SGD,5d72770f-3b9a-40fa-876e-b03cb8d1336c,9.51,0.27,2.00%,0.19,0.177,,7/4/2024,
331488261,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,13.87,0.19,0.50%,0.069,0.064,,7/4/2024,
331488262,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,1.87,0.01,0.50%,0.009,0.009,,7/4/2024,
331488263,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,1.87,0.01,0.50%,0.009,0.009,,7/4/2024,
331488264,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,4.94,0.03,0.50%,0.025,0.023,,7/4/2024,
331488265,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,7.17,0.05,0.50%,0.036,0.033,,7/4/2024,
331488266,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,2.99,0.01,0.50%,0.015,0.014,,7/4/2024,
331488267,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,1.43,0.01,0.50%,0.007,0.007,,7/4/2024,
331488268,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,0.73,0.01,0.50%,0.004,0.003,,7/4/2024,
331488269,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,0.73,0.01,0.50%,0.004,0.003,,7/4/2024,
331488270,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,0.73,0.01,0.50%,0.004,0.003,,7/4/2024,
331488273,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488274,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488275,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488276,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488277,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,6.33,0.04,0.50%,0.032,0.029,,7/4/2024,
331488278,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488279,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488280,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488281,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.09,0.04,0.50%,0.025,0.024,,7/4/2024,
331488286,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,6.49,0.09,0.50%,0.032,0.03,,7/4/2024,
331488287,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,6.49,0.09,0.50%,0.032,0.03,,7/4/2024,
331488288,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,6.33,0.04,0.50%,0.032,0.029,,7/4/2024,
331488289,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,2.35,0.01,0.50%,0.012,0.011,,7/4/2024,
331488290,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,4.53,0.03,0.50%,0.023,0.021,,7/4/2024,
331488294,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,6,0.04,0.50%,0.03,0.028,,7/4/2024,
331488295,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,5.05,0.04,0.50%,0.025,0.023,,7/4/2024,
331488296,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,7.87,0.05,0.50%,0.039,0.037,,7/4/2024,
331488297,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,7.87,0.05,0.50%,0.039,0.037,,7/4/2024,
331834784,Lazada SG,Approved,1.13E+14,13/12/2023 21:49,13/12/2023 21:39,SGD,3aa38502-8971-49ed-bc3a-0ca64e5b97b1,1.96,0.01,0.50%,0.01,0.009,,7/4/2024,
331488441,Lazada SG,Approved,1.13E+14,13/12/2023 21:43,13/12/2023 21:31,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,2.27,0.15,4.00%,0.091,0.084,,7/4/2024,
331488442,Lazada SG,Approved,1.13E+14,13/12/2023 21:43,13/12/2023 21:31,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,2.27,0.15,4.00%,0.091,0.084,,7/4/2024,
331488443,Lazada SG,Approved,1.13E+14,13/12/2023 21:43,13/12/2023 21:31,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,2.27,0.15,4.00%,0.091,0.084,,7/4/2024,
331488444,Lazada SG,Approved,1.13E+14,13/12/2023 21:43,13/12/2023 21:31,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,2.27,0.15,4.00%,0.091,0.084,,7/4/2024,
331488445,Lazada SG,Approved,1.13E+14,13/12/2023 21:43,13/12/2023 21:31,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,2.27,0.15,4.00%,0.091,0.084,,7/4/2024,
331488446,Lazada SG,Approved,1.13E+14,13/12/2023 21:43,13/12/2023 21:31,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,2.27,0.15,4.00%,0.091,0.084,,7/4/2024,
331001464,Shopee SG - CPS,Approved,156173429258145 | 23121351GK0UTK,13/12/2023 21:30,13/12/2023 21:29,SGD,f420aa7f-da53-46fa-9868-d6ff1249c1d4,65.3,1.39,2.10%,1.371,1.275,,7/4/2024,
331489266,Lazada SG,Approved,1.14E+14,13/12/2023 17:46,13/12/2023 17:45,SGD,368a9042-30ba-4ba2-a544-5a4d1e878f07,8.08,0.05,0.50%,0.04,0.038,,7/4/2024,
331489641,Lazada SG,Approved,1.14E+14,13/12/2023 15:53,13/12/2023 15:49,SGD,15f91665-82f8-443d-99bb-15b47c17118d,21.53,0.6,2.00%,0.431,0.401,,7/4/2024,
331489642,Lazada SG,Approved,1.14E+14,13/12/2023 15:53,13/12/2023 15:49,SGD,15f91665-82f8-443d-99bb-15b47c17118d,21.53,0.6,2.00%,0.431,0.401,,7/4/2024,
331489643,Lazada SG,Approved,1.14E+14,13/12/2023 15:53,13/12/2023 15:49,SGD,15f91665-82f8-443d-99bb-15b47c17118d,65.16,4.56,4.00%,2.607,2.424,,7/4/2024,
331489644,Lazada SG,Approved,1.14E+14,13/12/2023 15:53,13/12/2023 15:49,SGD,15f91665-82f8-443d-99bb-15b47c17118d,65.16,4.56,4.00%,2.607,2.424,,7/4/2024,
331002342,Shopee SG - CPS,Approved,156145012255481 | 231213471PEQX7,13/12/2023 13:36,13/12/2023 13:32,SGD,d3cf72d7-1e9d-43b3-a9f1-3aea67c54068,17.38,0.6,2.10%,0.365,0.339,,7/4/2024,
331491310,Lazada SG,Approved,1.13E+14,13/12/2023 08:03,12/12/2023 23:04,SGD,9aec138b-a3b8-4798-84f3-3f590e453cef,14.98,0.52,2.00%,0.3,0.279,,7/4/2024,
331491362,Lazada SG,Approved,1.13E+14,13/12/2023 07:25,11/12/2023 22:42,SGD,d948b9b7-a10e-4e3c-b118-2c648611125a,91.56,5.13,4.00%,3.662,3.406,,7/4/2024,
331491426,Lazada SG,Approved,1.14E+14,13/12/2023 04:27,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,8.34,0.29,2.00%,0.167,0.155,,7/4/2024,
331491427,Lazada SG,Approved,1.14E+14,13/12/2023 04:27,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,2.34,0.05,2.00%,0.047,0.043,,7/4/2024,
331491428,Lazada SG,Approved,1.14E+14,13/12/2023 04:27,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,2.32,0.05,2.00%,0.046,0.043,,7/4/2024,
331491429,Lazada SG,Approved,1.14E+14,13/12/2023 04:27,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,7.37,0.52,4.00%,0.295,0.274,,7/4/2024,
331491430,Lazada SG,Approved,1.14E+14,13/12/2023 04:27,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,7.87,0.21,2.00%,0.157,0.146,,7/4/2024,
331491431,Lazada SG,Approved,1.14E+14,13/12/2023 04:27,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,7.87,0.21,2.00%,0.157,0.146,,7/4/2024,
331491438,Lazada SG,Approved,1.13E+14,13/12/2023 03:46,13/12/2023 03:44,SGD,8dc189b1-b4c1-418e-bb37-1eb2ab509811,367.38,5.14,0.50%,1.837,1.708,,7/4/2024,
331491588,Lazada SG,Approved,1.13E+14,13/12/2023 02:33,12/12/2023 15:23,SGD,dc9edc67-f61a-4f1e-a713-7a83a1c34e7c,36.24,2.54,4.00%,1.45,1.348,,7/4/2024,
331491589,Lazada SG,Approved,1.13E+14,13/12/2023 02:33,12/12/2023 15:23,SGD,dc9edc67-f61a-4f1e-a713-7a83a1c34e7c,12.74,0.9,4.00%,0.51,0.474,,7/4/2024,
331491590,Lazada SG,Approved,1.13E+14,13/12/2023 02:33,12/12/2023 15:23,SGD,dc9edc67-f61a-4f1e-a713-7a83a1c34e7c,12.76,0.9,4.00%,0.51,0.475,,7/4/2024,
331491591,Lazada SG,Approved,1.13E+14,13/12/2023 02:33,12/12/2023 15:23,SGD,dc9edc67-f61a-4f1e-a713-7a83a1c34e7c,12.74,0.9,4.00%,0.51,0.474,,7/4/2024,
331491717,Lazada SG,Approved,1.14E+14,13/12/2023 01:28,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,4.56,0.15,2.00%,0.091,0.085,,7/4/2024,
331491718,Lazada SG,Approved,1.14E+14,13/12/2023 01:28,6/12/2023 10:48,SGD,67336fe5-8cfd-4569-a7ca-6035980317e5,16.44,0.56,2.00%,0.329,0.306,,7/4/2024,
331491918,Lazada SG,Approved,1.14E+14,13/12/2023 00:34,11/12/2023 1:02,SGD,83d9adef-4b3b-4fb9-9e31-05036ce533f2,6.4,0.45,4.00%,0.256,0.238,,7/4/2024,
331491919,Lazada SG,Approved,1.14E+14,13/12/2023 00:34,11/12/2023 1:02,SGD,83d9adef-4b3b-4fb9-9e31-05036ce533f2,8.18,0.51,4.00%,0.327,0.304,,7/4/2024,
331491974,Lazada SG,Approved,1.13E+14,13/12/2023 00:19,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,56.85,1.59,2.00%,1.137,1.058,,7/4/2024,
331491975,Lazada SG,Approved,1.13E+14,13/12/2023 00:19,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,2.04,0.05,2.00%,0.041,0.038,,7/4/2024,
331491976,Lazada SG,Approved,1.13E+14,13/12/2023 00:19,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,2.04,0.05,2.00%,0.041,0.038,,7/4/2024,
331491977,Lazada SG,Approved,1.13E+14,13/12/2023 00:19,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,2.04,0.05,2.00%,0.041,0.038,,7/4/2024,
331332957,Lazada SG,Approved,1.13E+14,12/12/2023 23:54,12/12/2023 23:32,SGD,74ec5265-03fc-44c0-bf1b-04fbc2a08aec,148.03,2.07,0.50%,0.74,0.688,,7/4/2024,
331333041,Lazada SG,Approved,1.13E+14,12/12/2023 23:45,12/12/2023 23:28,SGD,4a94686b-c697-41f1-860a-ab925ae0568b,33.58,0.95,2.00%,0.672,0.625,,7/4/2024,
331333258,Lazada SG,Approved,1.14E+14,12/12/2023 23:22,12/12/2023 23:19,SGD,74ec5265-03fc-44c0-bf1b-04fbc2a08aec,372.55,5.21,0.50%,1.863,1.732,,7/4/2024,
331334241,Lazada SG,Approved,1.14E+14,12/12/2023 22:06,12/12/2023 22:04,SGD,71393504-85f8-4948-b77a-81231b5413d9,22.18,0.31,0.50%,0.111,0.103,,7/4/2024,
331334287,Lazada SG,Approved,1.13E+14,12/12/2023 22:02,12/12/2023 21:57,SGD,ee9602e8-7790-40d2-a39a-7cfd7b6c0888,15.42,0.21,0.50%,0.077,0.072,,7/4/2024,
331334731,Lazada SG,Approved,1.13E+14,12/12/2023 21:06,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,240.65,3.37,0.50%,1.203,1.119,,7/4/2024,
331334733,Lazada SG,Approved,1.13E+14,12/12/2023 21:06,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,8,0.11,0.50%,0.04,0.037,,7/4/2024,
331334734,Lazada SG,Approved,1.13E+14,12/12/2023 21:06,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,7.99,0.11,0.50%,0.04,0.037,,7/4/2024,
331334735,Lazada SG,Approved,1.13E+14,12/12/2023 21:06,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,8,0.11,0.50%,0.04,0.037,,7/4/2024,
331334736,Lazada SG,Approved,1.13E+14,12/12/2023 21:06,9/12/2023 20:45,SGD,82ad17a0-9f09-4fa5-a1fb-a3d75b2bd493,7.99,0.11,0.50%,0.04,0.037,,7/4/2024,
