card_id,Recency,Frequency,Monetary,Cluster,category_key,wallet_share_by_category,offer_id,minimum_spend,seg_unique_user_count,casback_amount
53cab0eb-2602-ef11-a574-b8cef6052491,27,1,57.24,2,Restaurants,57.24,343,25.0,1380,5.0
4cf8ee3d-4402-ef11-a574-b8cef6052491,27,3,162.26999999999998,0,Restaurants,162.26999999999998,343,25.0,1380,5.0
bc37d8af-d401-ef11-a574-b8cef6052491,27,1,35.8,2,Restaurants,35.8,344,30.0,300,15.0
14cfa7aa-2e02-ef11-a574-b8cef6052491,27,7,312.45,0,Restaurants,312.45,343,25.0,1380,5.0
2c9c0076-2802-ef11-a574-b8cef6052491,27,1,35.22,2,Restaurants,35.22,343,25.0,1380,5.0
71f64f7f-1e02-ef11-a574-b8cef6052491,27,5,256.2,0,Restaurants,256.2,343,25.0,1380,5.0
48a23d28-3f02-ef11-a574-b8cef6052491,27,1,53.94,2,Restaurants,53.94,343,25.0,1380,5.0
3c1da776-0a02-ef11-a574-b8cef6052491,27,2,62.17,2,Restaurants,62.17,343,25.0,1380,5.0
3fc7ad69-1a02-ef11-a574-b8cef6052491,27,1,38.56,2,Restaurants,38.56,343,25.0,1380,5.0
8e547160-0c02-ef11-a574-b8cef6052491,27,1,26.89,2,Restaurants,26.89,343,25.0,1380,5.0
5a9440d0-0a02-ef11-a574-b8cef6052491,27,3,137.76,0,Restaurants,137.76,343,25.0,1380,5.0
65c76909-2e02-ef11-a574-b8cef6052491,27,1,27.5,2,Restaurants,27.5,343,25.0,1380,5.0
0b4c8bed-2102-ef11-a574-b8cef6052491,27,1,54.65,2,Restaurants,54.65,343,25.0,1380,5.0
4dcbf00c-2b02-ef11-a574-b8cef6052491,27,2,58.04,2,Restaurants,58.04,343,25.0,1380,5.0
80fdca07-2c02-ef11-a574-b8cef6052491,27,2,151.23000000000002,2,Restaurants,151.23000000000002,343,25.0,1380,5.0
331375a0-0a02-ef11-a574-b8cef6052491,27,1,29.31,2,Restaurants,29.31,343,25.0,1380,5.0
265c9fc7-1802-ef11-a574-b8cef6052491,27,1,38.35,2,Restaurants,38.35,343,25.0,1380,5.0
de149a5a-2b02-ef11-a574-b8cef6052491,27,5,141.06,0,Restaurants,141.06,343,25.0,1380,5.0
5ef7f3ee-1502-ef11-a574-b8cef6052491,27,1,34.01,2,Restaurants,34.01,343,25.0,1380,5.0
cd6f3e33-fb01-ef11-a574-b8cef6052491,27,1,53.0,2,Restaurants,53.0,343,25.0,1380,5.0
7d66ec0d-d301-ef11-a574-b8cef6052491,27,1,61.48,2,Restaurants,61.48,343,25.0,1380,5.0
78d5f74b-1302-ef11-a574-b8cef6052491,27,2,108.39,2,Restaurants,108.39,343,25.0,1380,5.0
155cfc2d-d601-ef11-a574-b8cef6052491,28,1,40.11,2,Restaurants,40.11,343,25.0,1380,5.0
5859c5ad-f3d6-ee11-b58f-043f72dce669,27,1,32.47,2,Restaurants,32.47,343,25.0,1380,5.0
f58d0786-2d02-ef11-a574-b8cef6052491,27,1,104.0,2,Restaurants,104.0,343,25.0,1380,5.0
53bd82b9-ff01-ef11-a574-b8cef6052491,27,1,34.32,2,Restaurants,34.32,344,30.0,300,15.0
e80a09dd-1502-ef11-a574-b8cef6052491,27,1,52.7,2,Restaurants,52.7,344,30.0,300,15.0
73c592cf-2802-ef11-a574-b8cef6052491,27,1,46.89,2,Restaurants,46.89,344,30.0,300,15.0
591f0059-2202-ef11-a574-b8cef6052491,27,1,42.68,2,Restaurants,42.68,344,30.0,300,15.0
3b9c9188-0a02-ef11-a574-b8cef6052491,27,2,219.69,0,Restaurants,219.69,343,25.0,1380,5.0
1e5bebc1-1f02-ef11-a574-b8cef6052491,27,3,126.45,0,Restaurants,126.45,343,25.0,1380,5.0
4c0f49fe-0802-ef11-a574-b8cef6052491,27,1,29.42,2,Restaurants,29.42,343,25.0,1380,5.0
4629730d-4302-ef11-a574-b8cef6052491,27,2,95.58,2,Restaurants,95.58,343,25.0,1380,5.0
7f503d62-0e02-ef11-a574-b8cef6052491,27,1,33.42,2,Restaurants,33.42,343,25.0,1380,5.0
4e0de912-2b02-ef11-a574-b8cef6052491,27,1,66.1,2,Restaurants,66.1,343,25.0,1380,5.0
0fbad47d-ef01-ef11-a574-b8cef6052491,27,6,306.9,0,Restaurants,306.9,343,25.0,1380,5.0
a694c302-2602-ef11-a574-b8cef6052491,27,1,71.24,2,Restaurants,71.24,343,25.0,1380,5.0
06751098-2602-ef11-a574-b8cef6052491,27,1,37.9,2,Restaurants,37.9,344,30.0,300,15.0
5f229149-f101-ef11-a574-b8cef6052491,27,6,241.42,0,Restaurants,241.42,343,25.0,1380,5.0
571aa1e5-0e02-ef11-a574-b8cef6052491,27,4,190.82,0,Restaurants,190.82,343,25.0,1380,5.0
5455ae60-2402-ef11-a574-b8cef6052491,27,2,133.25,2,Restaurants,133.25,343,25.0,1380,5.0
a828f311-0b02-ef11-a574-b8cef6052491,27,1,37.89,2,Restaurants,37.89,343,25.0,1380,5.0
7301efa3-0e02-ef11-a574-b8cef6052491,27,1,34.65,2,Restaurants,34.65,343,25.0,1380,5.0
61f73fad-1502-ef11-a574-b8cef6052491,27,1,32.9,2,Restaurants,32.9,343,25.0,1380,5.0
27bd33b0-3502-ef11-a574-b8cef6052491,27,1,69.95,2,Restaurants,69.95,343,25.0,1380,5.0
ab91fcad-3202-ef11-a574-b8cef6052491,27,3,134.54,0,Restaurants,134.54,343,25.0,1380,5.0
3f8f39c7-3c02-ef11-a574-b8cef6052491,27,2,134.48000000000002,2,Restaurants,134.48000000000002,343,25.0,1380,5.0
d58aab92-1902-ef11-a574-b8cef6052491,27,1,31.39,2,Restaurants,31.39,344,30.0,300,15.0
971d7849-2c02-ef11-a574-b8cef6052491,27,5,158.22,0,Restaurants,158.22,343,25.0,1380,5.0
86889ca7-ef01-ef11-a574-b8cef6052491,27,1,66.55,2,Retailers,66.55,302,50.0,127,10.0
ef3604e9-1c02-ef11-a574-b8cef6052491,27,1,63.0,2,Restaurants,63.0,343,25.0,1380,5.0
00840f48-d901-ef11-a574-b8cef6052491,27,1,28.29,2,Restaurants,28.29,343,25.0,1380,5.0
76022ca7-3102-ef11-a574-b8cef6052491,27,3,143.59,0,Restaurants,143.59,343,25.0,1380,5.0
0a0ea331-1e02-ef11-a574-b8cef6052491,27,1,34.1,2,Restaurants,34.1,343,25.0,1380,5.0
c89c0076-2802-ef11-a574-b8cef6052491,27,1,30.33,2,Restaurants,30.33,344,30.0,300,15.0
aee23c3f-0f02-ef11-a574-b8cef6052491,27,1,52.41,2,Restaurants,52.41,343,25.0,1380,5.0
9f815160-3202-ef11-a574-b8cef6052491,27,1,31.46,2,Restaurants,31.46,344,30.0,300,15.0
4f4a5162-0202-ef11-a574-b8cef6052491,27,6,192.21,0,Restaurants,192.21,343,25.0,1380,5.0
5f752786-0202-ef11-a574-b8cef6052491,27,3,142.26,0,Restaurants,142.26,343,25.0,1380,5.0
cbb4736c-1d02-ef11-a574-b8cef6052491,27,1,30.67,2,Restaurants,30.67,343,25.0,1380,5.0
50226aa2-f001-ef11-a574-b8cef6052491,27,4,120.78,0,Restaurants,120.78,343,25.0,1380,5.0
da7d4f6e-1f02-ef11-a574-b8cef6052491,27,1,54.67,2,Restaurants,54.67,343,25.0,1380,5.0
c358fe91-d401-ef11-a574-b8cef6052491,27,1,56.48,2,Restaurants,56.48,344,30.0,300,15.0
74c4c9f5-1602-ef11-a574-b8cef6052491,27,3,158.36,0,Restaurants,158.36,343,25.0,1380,5.0
ea020792-0e02-ef11-a574-b8cef6052491,27,3,122.5,0,Restaurants,122.5,343,25.0,1380,5.0
7f7fc3b3-fbed-ec11-8162-1c98ec1324d5,27,1,40.3,2,Restaurants,40.3,344,30.0,300,15.0
787eeccd-3d02-ef11-a574-b8cef6052491,26,1,34.79,2,Restaurants,34.79,343,25.0,1380,5.0
8b386e9c-2402-ef11-a574-b8cef6052491,27,2,52.59,2,Restaurants,52.59,343,25.0,1380,5.0
4286cbe4-2c02-ef11-a574-b8cef6052491,27,3,101.62,0,Restaurants,101.62,343,25.0,1380,5.0
91fb3dbc-eb01-ef11-a574-b8cef6052491,27,1,31.76,2,Restaurants,31.76,343,25.0,1380,5.0
3911e2c4-0402-ef11-a574-b8cef6052491,27,1,34.1,2,Restaurants,34.1,344,30.0,300,15.0
a5fd92b1-1302-ef11-a574-b8cef6052491,27,3,103.00999999999999,0,Restaurants,103.00999999999999,343,25.0,1380,5.0
80133bcf-fc01-ef11-a574-b8cef6052491,27,7,404.13,0,Restaurants,404.13,343,25.0,1380,5.0
b7b5c6ef-0c02-ef11-a574-b8cef6052491,27,1,34.23,2,Restaurants,34.23,343,25.0,1380,5.0
ec4147d6-1402-ef11-a574-b8cef6052491,27,1,44.0,2,Restaurants,44.0,343,25.0,1380,5.0
fc84b8e5-2602-ef11-a574-b8cef6052491,27,1,32.23,2,Restaurants,32.23,343,25.0,1380,5.0
a9752775-2002-ef11-a574-b8cef6052491,27,1,28.78,2,Restaurants,28.78,343,25.0,1380,5.0
29f25f56-0202-ef11-a574-b8cef6052491,27,3,128.82,0,Restaurants,128.82,343,25.0,1380,5.0
4d41fa58-2902-ef11-a574-b8cef6052491,27,1,49.52,2,Restaurants,49.52,343,25.0,1380,5.0
32ab44b6-eb01-ef11-a574-b8cef6052491,27,2,97.75999999999999,2,Restaurants,97.75999999999999,343,25.0,1380,5.0
ef73e7e2-3902-ef11-a574-b8cef6052491,27,5,219.54999999999998,0,Restaurants,219.54999999999998,343,25.0,1380,5.0
76f37c31-1702-ef11-a574-b8cef6052491,27,1,41.14,2,Restaurants,41.14,343,25.0,1380,5.0
4c44ff9c-0d02-ef11-a574-b8cef6052491,27,1,28.4,2,Restaurants,28.4,343,25.0,1380,5.0
734fd6a6-d801-ef11-a574-b8cef6052491,27,4,209.72,0,Restaurants,209.72,343,25.0,1380,5.0
84946586-3502-ef11-a574-b8cef6052491,27,1,34.32,2,Restaurants,34.32,344,30.0,300,15.0
cb81fb9c-1702-ef11-a574-b8cef6052491,28,1,407.97,0,Retailers,407.97,304,100.0,180,10.0
82525a15-2e02-ef11-a574-b8cef6052491,27,1,25.52,2,Restaurants,25.52,343,25.0,1380,5.0
1c069452-fd01-ef11-a574-b8cef6052491,27,1,40.6,2,Restaurants,40.6,343,25.0,1380,5.0
4a5e15af-1e02-ef11-a574-b8cef6052491,27,1,44.02,2,Restaurants,44.02,343,25.0,1380,5.0
3683424b-2702-ef11-a574-b8cef6052491,27,2,58.3,2,Restaurants,58.3,343,25.0,1380,5.0
f866d793-3702-ef11-a574-b8cef6052491,28,1,250.83,0,Retailers,250.83,304,100.0,180,10.0
79fc8930-3202-ef11-a574-b8cef6052491,27,4,185.95,0,Restaurants,185.95,343,25.0,1380,5.0
ee3897f0-1702-ef11-a574-b8cef6052491,27,2,75.72,2,Restaurants,75.72,343,25.0,1380,5.0
906fb2a7-f701-ef11-a574-b8cef6052491,27,5,427.66,0,Restaurants,427.66,343,25.0,1380,5.0
9cf489a1-2302-ef11-a574-b8cef6052491,27,2,87.84,2,Restaurants,87.84,343,25.0,1380,5.0
2c6b4953-fe01-ef11-a574-b8cef6052491,27,4,209.63,0,Restaurants,209.63,343,25.0,1380,5.0
b8528208-1802-ef11-a574-b8cef6052491,27,1,89.87,2,Restaurants,89.87,343,25.0,1380,5.0
835d1ea6-d701-ef11-a574-b8cef6052491,27,1,81.0,2,Restaurants,81.0,343,25.0,1380,5.0
c5fa43ad-0b02-ef11-a574-b8cef6052491,27,3,226.0,0,Restaurants,226.0,343,25.0,1380,5.0
75b5203c-ef01-ef11-a574-b8cef6052491,27,1,123.0,2,Restaurants,123.0,343,25.0,1380,5.0
bc554fed-1302-ef11-a574-b8cef6052491,27,2,102.31,2,Restaurants,102.31,343,25.0,1380,5.0
67f6afee-0402-ef11-a574-b8cef6052491,27,1,34.79,2,Restaurants,34.79,344,30.0,300,15.0
88f9cc59-2a02-ef11-a574-b8cef6052491,27,3,179.16,0,Restaurants,179.16,343,25.0,1380,5.0
634776d4-2e02-ef11-a574-b8cef6052491,27,1,36.3,2,Restaurants,36.3,343,25.0,1380,5.0
bc71f051-1302-ef11-a574-b8cef6052491,27,1,53.04,2,Restaurants,53.04,344,30.0,300,15.0
12094067-0d02-ef11-a574-b8cef6052491,27,1,32.0,2,Restaurants,32.0,343,25.0,1380,5.0
5c1adbcd-1f02-ef11-a574-b8cef6052491,27,2,55.36,2,Restaurants,55.36,343,25.0,1380,5.0
4c9f7bce-2e02-ef11-a574-b8cef6052491,27,1,38.31,2,Restaurants,38.31,343,25.0,1380,5.0
f42c65ac-0a02-ef11-a574-b8cef6052491,27,3,132.98,0,Restaurants,132.98,343,25.0,1380,5.0
9fcae234-3002-ef11-a574-b8cef6052491,27,2,85.47,2,Restaurants,85.47,343,25.0,1380,5.0
f2969ff7-2602-ef11-a574-b8cef6052491,26,1,41.92,2,Restaurants,41.92,343,25.0,1380,5.0
50739259-1c02-ef11-a574-b8cef6052491,27,1,102.5,2,Restaurants,102.5,344,30.0,300,15.0
c21999ec-2702-ef11-a574-b8cef6052491,27,2,62.58,2,Restaurants,62.58,343,25.0,1380,5.0
f98071bd-0902-ef11-a574-b8cef6052491,27,2,120.14,2,Restaurants,120.14,343,25.0,1380,5.0
ad948e02-130d-eb11-812a-f403434a7799,27,1,47.85,2,Restaurants,47.85,343,25.0,1380,5.0
9ed4b10c-3a02-ef11-a574-b8cef6052491,27,1,60.79,2,Restaurants,60.79,343,25.0,1380,5.0
01bb96cd-1802-ef11-a574-b8cef6052491,27,5,151.51,0,Restaurants,151.51,343,25.0,1380,5.0
137b4715-0802-ef11-a574-b8cef6052491,26,1,182.95,2,Retailers,182.95,301,100.0,74,15.0
8a2b27d0-1b02-ef11-a574-b8cef6052491,27,6,199.57999999999998,0,Restaurants,199.57999999999998,343,25.0,1380,5.0
2ce9eaad-6934-ed11-8159-f403434a779b,28,1,96.9,2,Retailers,96.9,302,50.0,127,10.0
a480f456-1902-ef11-a574-b8cef6052491,27,1,34.83,2,Restaurants,34.83,343,25.0,1380,5.0
e9908bf7-fa01-ef11-a574-b8cef6052491,27,1,59.99,2,Restaurants,59.99,344,30.0,300,15.0
f36aa987-2f02-ef11-a574-b8cef6052491,27,1,39.11,2,Restaurants,39.11,343,25.0,1380,5.0
a5180428-d601-ef11-a574-b8cef6052491,27,2,95.25999999999999,2,Restaurants,95.25999999999999,343,25.0,1380,5.0
d4be0206-0b02-ef11-a574-b8cef6052491,27,2,80.68,2,Restaurants,80.68,343,25.0,1380,5.0
8e219004-3702-ef11-a574-b8cef6052491,27,2,58.64,2,Restaurants,58.64,343,25.0,1380,5.0
9ecda398-1902-ef11-a574-b8cef6052491,27,10,461.53000000000003,0,Restaurants,461.53000000000003,343,25.0,1380,5.0
204901e3-1502-ef11-a574-b8cef6052491,27,1,57.89,2,Restaurants,57.89,343,25.0,1380,5.0
4aabd13b-1502-ef11-a574-b8cef6052491,27,1,79.49,2,Restaurants,79.49,343,25.0,1380,5.0
6d3dbc1f-0102-ef11-a574-b8cef6052491,27,2,138.14,2,Restaurants,138.14,343,25.0,1380,5.0
85681134-0902-ef11-a574-b8cef6052491,27,4,176.66000000000003,0,Restaurants,176.66000000000003,343,25.0,1380,5.0
a77274b7-0902-ef11-a574-b8cef6052491,27,5,149.51999999999998,0,Restaurants,149.51999999999998,343,25.0,1380,5.0
c605cf1a-3d02-ef11-a574-b8cef6052491,27,3,100.97999999999999,0,Restaurants,100.97999999999999,343,25.0,1380,5.0
60495815-d501-ef11-a574-b8cef6052491,27,9,280.56,0,Restaurants,280.56,343,25.0,1380,5.0
10e2f333-fc01-ef11-a574-b8cef6052491,27,2,93.63,2,Restaurants,93.63,343,25.0,1380,5.0
20e69178-0002-ef11-a574-b8cef6052491,28,1,107.97,2,Retailers,107.97,304,100.0,180,10.0
9f369edc-fe01-ef11-a574-b8cef6052491,27,4,154.29,0,Restaurants,154.29,343,25.0,1380,5.0
4c0cfd9d-fa01-ef11-a574-b8cef6052491,27,1,69.8,2,Restaurants,69.8,343,25.0,1380,5.0
ee331af3-1a02-ef11-a574-b8cef6052491,27,2,90.8,2,Restaurants,90.8,343,25.0,1380,5.0
b019afec-3602-ef11-a574-b8cef6052491,27,1,83.59,2,Restaurants,83.59,343,25.0,1380,5.0
eb412fca-3002-ef11-a574-b8cef6052491,27,2,100.26,2,Restaurants,100.26,343,25.0,1380,5.0
c73d0fbb-f101-ef11-a574-b8cef6052491,27,3,129.46,0,Restaurants,129.46,343,25.0,1380,5.0
2d4619d1-1c02-ef11-a574-b8cef6052491,27,1,35.24,2,Restaurants,35.24,343,25.0,1380,5.0
6699d6b0-2702-ef11-a574-b8cef6052491,26,1,107.95,2,Retailers,107.95,301,100.0,74,15.0
61b3cc5a-f801-ef11-a574-b8cef6052491,27,1,36.66,2,Restaurants,36.66,343,25.0,1380,5.0
c89d9c00-0502-ef11-a574-b8cef6052491,27,1,30.47,2,Restaurants,30.47,343,25.0,1380,5.0
e17cf384-3302-ef11-a574-b8cef6052491,27,1,68.9,2,Restaurants,68.9,343,25.0,1380,5.0
21584800-2302-ef11-a574-b8cef6052491,27,1,30.44,2,Restaurants,30.44,344,30.0,300,15.0
2cd1f4b3-3202-ef11-a574-b8cef6052491,27,1,36.73,2,Restaurants,36.73,343,25.0,1380,5.0
9c41e56b-ff01-ef11-a574-b8cef6052491,27,2,159.60000000000002,2,Restaurants,159.60000000000002,343,25.0,1380,5.0
a6db57a0-1b02-ef11-a574-b8cef6052491,27,1,60.15,2,Restaurants,60.15,343,25.0,1380,5.0
c9f1d4bf-0502-ef11-a574-b8cef6052491,27,1,171.99,2,Retailers,171.99,275,150.0,14,30.0
0b314184-0c02-ef11-a574-b8cef6052491,27,1,51.74,2,Restaurants,51.74,343,25.0,1380,5.0
218b9726-2602-ef11-a574-b8cef6052491,27,2,96.67,2,Restaurants,96.67,343,25.0,1380,5.0
63f1dbd2-2c02-ef11-a574-b8cef6052491,27,4,184.6,0,Restaurants,184.6,343,25.0,1380,5.0
ba23b181-2f02-ef11-a574-b8cef6052491,27,1,35.33,2,Restaurants,35.33,344,30.0,300,15.0
bd1575a0-0a02-ef11-a574-b8cef6052491,27,1,39.0,2,Restaurants,39.0,343,25.0,1380,5.0
1efbf030-4a21-ee11-8171-f403433e0c0d,26,1,149.95,2,Retailers,149.95,301,100.0,74,15.0
3f185d44-d401-ef11-a574-b8cef6052491,27,1,30.85,2,Restaurants,30.85,343,25.0,1380,5.0
cca7c37b-1302-ef11-a574-b8cef6052491,27,1,45.66,2,Restaurants,45.66,343,25.0,1380,5.0
e318fad5-f501-ef11-a574-b8cef6052491,27,1,66.95,2,Restaurants,66.95,343,25.0,1380,5.0
2623192e-0902-ef11-a574-b8cef6052491,28,1,218.81,2,Retailers,218.81,304,100.0,180,10.0
eb2cb41f-1e02-ef11-a574-b8cef6052491,27,1,33.66,2,Restaurants,33.66,343,25.0,1380,5.0
508657be-0a02-ef11-a574-b8cef6052491,27,1,32.8,2,Restaurants,32.8,343,25.0,1380,5.0
543418aa-3d02-ef11-a574-b8cef6052491,27,1,39.35,2,Restaurants,39.35,343,25.0,1380,5.0
4bc144a1-1c02-ef11-a574-b8cef6052491,26,1,137.95,2,Retailers,137.95,301,100.0,74,15.0
c6f3a631-0102-ef11-a574-b8cef6052491,27,2,95.22,2,Restaurants,95.22,343,25.0,1380,5.0
300cb65a-2402-ef11-a574-b8cef6052491,27,1,35.33,2,Restaurants,35.33,343,25.0,1380,5.0
69df2b39-1202-ef11-a574-b8cef6052491,27,1,28.92,2,Restaurants,28.92,343,25.0,1380,5.0
067cb84c-1b02-ef11-a574-b8cef6052491,27,2,171.84,0,Restaurants,171.84,343,25.0,1380,5.0
aa6da009-3e02-ef11-a574-b8cef6052491,27,4,168.13,0,Restaurants,168.13,343,25.0,1380,5.0
2b5998b6-2e02-ef11-a574-b8cef6052491,27,2,60.08,2,Restaurants,60.08,343,25.0,1380,5.0
fc0a5be3-aafe-e911-8101-30e17161bfc9,27,2,56.92,2,Restaurants,56.92,344,30.0,300,15.0
704e8732-2602-ef11-a574-b8cef6052491,27,1,35.49,2,Restaurants,35.49,343,25.0,1380,5.0
ee4d217b-2002-ef11-a574-b8cef6052491,27,1,59.0,2,Restaurants,59.0,343,25.0,1380,5.0
110c88c2-2e02-ef11-a574-b8cef6052491,27,1,40.86,2,Restaurants,40.86,343,25.0,1380,5.0
30ed3669-2002-ef11-a574-b8cef6052491,27,1,449.91,0,Retailers,449.91,302,50.0,127,10.0
758bb958-3002-ef11-a574-b8cef6052491,27,1,73.3,2,Restaurants,73.3,343,25.0,1380,5.0
5b74de92-0f02-ef11-a574-b8cef6052491,27,2,94.08000000000001,2,Restaurants,94.08000000000001,343,25.0,1380,5.0
77379107-3302-ef11-a574-b8cef6052491,27,1,35.33,2,Restaurants,35.33,343,25.0,1380,5.0
71f8ea33-1a02-ef11-a574-b8cef6052491,27,3,109.47999999999999,0,Restaurants,109.47999999999999,343,25.0,1380,5.0
06094e6f-3602-ef11-a574-b8cef6052491,27,1,45.39,2,Restaurants,45.39,343,25.0,1380,5.0
715915d8-0002-ef11-a574-b8cef6052491,27,3,127.57,0,Restaurants,127.57,343,25.0,1380,5.0
fe44b38c-1902-ef11-a574-b8cef6052491,27,9,336.14,0,Restaurants,336.14,343,25.0,1380,5.0
a36a3957-2702-ef11-a574-b8cef6052491,27,1,58.24,2,Restaurants,58.24,343,25.0,1380,5.0
1f00ee00-1d02-ef11-a574-b8cef6052491,27,1,31.63,2,Restaurants,31.63,344,30.0,300,15.0
0bce709c-f001-ef11-a574-b8cef6052491,27,2,123.37,2,Restaurants,123.37,343,25.0,1380,5.0
38941e19-f801-ef11-a574-b8cef6052491,27,1,100.15,2,Restaurants,100.15,344,30.0,300,15.0
3b2adeb4-1702-ef11-a574-b8cef6052491,27,1,38.95,2,Restaurants,38.95,344,30.0,300,15.0
419145f5-ef01-ef11-a574-b8cef6052491,27,2,178.98000000000002,0,Restaurants,178.98000000000002,343,25.0,1380,5.0
ffffbfcb-3a02-ef11-a574-b8cef6052491,27,6,239.7,0,Restaurants,239.7,343,25.0,1380,5.0
07bc4091-0102-ef11-a574-b8cef6052491,27,1,111.98,2,Fashion & Retail,111.98,328,100.0,31,5.0
0590501b-d501-ef11-a574-b8cef6052491,27,1,186.97,2,Retailers,186.97,304,100.0,180,10.0
52c35569-3602-ef11-a574-b8cef6052491,27,1,54.26,2,Restaurants,54.26,344,30.0,300,15.0
64dc91bf-f701-ef11-a574-b8cef6052491,27,1,30.33,2,Restaurants,30.33,344,30.0,300,15.0
bcefa3aa-fb01-ef11-a574-b8cef6052491,27,1,48.0,2,Restaurants,48.0,344,30.0,300,15.0
d5df883f-dce4-ee11-b3de-043f72dce889,27,1,34.54,2,Restaurants,34.54,344,30.0,300,15.0
38f42e06-2a02-ef11-a574-b8cef6052491,27,2,87.63,2,Restaurants,87.63,343,25.0,1380,5.0
0b7fddab-2102-ef11-a574-b8cef6052491,27,1,56.94,2,Restaurants,56.94,343,25.0,1380,5.0
1f5b5991-772b-ee11-8174-30e17161bfca,26,5,365.65999999999997,0,Restaurants,365.65999999999997,343,25.0,1380,5.0
4d9c3316-0902-ef11-a574-b8cef6052491,27,1,139.93,2,Retailers,139.93,302,50.0,127,10.0
80413330-ff01-ef11-a574-b8cef6052491,27,2,82.59,2,Restaurants,82.59,343,25.0,1380,5.0
d95c2ad2-2402-ef11-a574-b8cef6052491,27,1,30.29,2,Restaurants,30.29,344,30.0,300,15.0
f587f7a2-0d02-ef11-a574-b8cef6052491,27,1,43.55,2,Restaurants,43.55,343,25.0,1380,5.0
68a388fd-0e02-ef11-a574-b8cef6052491,27,1,36.52,2,Restaurants,36.52,343,25.0,1380,5.0
670b9872-0002-ef11-a574-b8cef6052491,27,1,132.95,2,Retailers,132.95,301,100.0,74,15.0
9d4100c4-fd01-ef11-a574-b8cef6052491,27,1,91.49,2,Restaurants,91.49,343,25.0,1380,5.0
1a1a67ed-3702-ef11-a574-b8cef6052491,27,1,26.83,2,Restaurants,26.83,343,25.0,1380,5.0
4a39683f-2002-ef11-a574-b8cef6052491,27,3,133.87,0,Restaurants,133.87,343,25.0,1380,5.0
f60e2426-3402-ef11-a574-b8cef6052491,27,10,454.33000000000004,0,Restaurants,454.33000000000004,343,25.0,1380,5.0
e9de6b09-f301-ef11-a574-b8cef6052491,27,7,347.93,0,Restaurants,347.93,343,25.0,1380,5.0
add1e119-2502-ef11-a574-b8cef6052491,27,1,53.61,2,Restaurants,53.61,343,25.0,1380,5.0
7fb4836e-3502-ef11-a574-b8cef6052491,27,1,25.24,2,Restaurants,25.24,343,25.0,1380,5.0
e1cda35f-1502-ef11-a574-b8cef6052491,27,1,80.75,2,Restaurants,80.75,344,30.0,300,15.0
7d159a5a-2b02-ef11-a574-b8cef6052491,27,1,90.5,2,Restaurants,90.5,343,25.0,1380,5.0
b382b0d7-3a02-ef11-a574-b8cef6052491,27,3,85.43,2,Restaurants,85.43,343,25.0,1380,5.0
655f7c4b-3602-ef11-a574-b8cef6052491,27,1,65.1,2,Restaurants,65.1,343,25.0,1380,5.0
4e4a8ad9-0702-ef11-a574-b8cef6052491,27,1,38.74,2,Restaurants,38.74,343,25.0,1380,5.0
fc1cb237-f901-ef11-a574-b8cef6052491,27,1,54.35,2,Restaurants,54.35,344,30.0,300,15.0
c2a3108d-2002-ef11-a574-b8cef6052491,27,1,36.85,2,Restaurants,36.85,343,25.0,1380,5.0
9238c5d2-0d02-ef11-a574-b8cef6052491,27,1,38.28,2,Restaurants,38.28,343,25.0,1380,5.0
d75542c0-2402-ef11-a574-b8cef6052491,27,1,133.96,2,Fashion & Retail,133.96,328,100.0,31,5.0
b7d83f3a-2802-ef11-a574-b8cef6052491,27,1,84.29,2,Restaurants,84.29,344,30.0,300,15.0
13c41f67-0602-ef11-a574-b8cef6052491,27,1,76.19,2,Restaurants,76.19,343,25.0,1380,5.0
bd0060a9-3c02-ef11-a574-b8cef6052491,27,1,68.46,2,Restaurants,68.46,344,30.0,300,15.0
4583ca41-be08-ee11-8177-1c98ec1324d5,27,1,42.04,2,Restaurants,42.04,343,25.0,1380,5.0
69f7805f-3102-ef11-a574-b8cef6052491,27,1,34.5,2,Restaurants,34.5,344,30.0,300,15.0
189966e6-0802-ef11-a574-b8cef6052491,27,1,47.34,2,Restaurants,47.34,343,25.0,1380,5.0
31df97e4-0602-ef11-a574-b8cef6052491,28,1,117.7,2,Retailers,117.7,302,50.0,127,10.0
c81069a5-1a02-ef11-a574-b8cef6052491,27,1,78.76,2,Restaurants,78.76,343,25.0,1380,5.0
461f68b8-3802-ef11-a574-b8cef6052491,27,5,197.07999999999998,0,Restaurants,197.07999999999998,343,25.0,1380,5.0
44a9425c-0e02-ef11-a574-b8cef6052491,26,2,66.3,2,Restaurants,66.3,344,30.0,300,15.0
4d0e74c9-1302-ef11-a574-b8cef6052491,27,2,121.84,2,Restaurants,121.84,343,25.0,1380,5.0
72a94ab2-3002-ef11-a574-b8cef6052491,27,3,136.42000000000002,0,Restaurants,136.42000000000002,343,25.0,1380,5.0
33a54ee8-2902-ef11-a574-b8cef6052491,27,1,65.3,2,Restaurants,65.3,344,30.0,300,15.0
b2963f67-1702-ef11-a574-b8cef6052491,28,1,128.14,2,Retailers,128.14,304,100.0,180,10.0
0f4577ca-2902-ef11-a574-b8cef6052491,27,4,126.75999999999999,0,Restaurants,126.75999999999999,343,25.0,1380,5.0
6706b01f-2c02-ef11-a574-b8cef6052491,27,2,152.85,2,Restaurants,152.85,343,25.0,1380,5.0
