,date,transaction_date,cardholder_id,card_id,card_segment,offer_segment,transaction_id,transaction_currency,transaction_currency_code,transaction_amount,transaction_sales_channel,merchant_id,merchant_name,merchant_city,merchant_country,category_key,offer_id,offer_title,ruleset_id,redemption_limit,discount_type,fixed_value,minimum_spend,reward_every_transaction,reward_frequency,minimum_transactions,seg_total_transaction_count,seg_unique_user_count,casback_amount,Recency,Frequency,Monetary,Cluster
1745,2024-05-11 21:15:00,2024-05-08,35b0ff03-4978-4cf5-9ca8-b0c772795c99,4a39683f-2002-ef11-a574-b8cef6052491,LOYAL,,304129366963047,AUD,36,42.94,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,3,133.87,0
1746,2024-05-11 21:15:00,2024-05-08,173b44ee-e0c0-458f-9606-dfdc10c35e94,f60e2426-3402-ef11-a574-b8cef6052491,LOYAL,,304129853061823,AUD,36,39.09,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,10,454.33000000000004,0
1747,2024-05-11 21:15:00,2024-05-08,0a2c9f95-6d32-4d66-8309-64f92ca9931e,e9de6b09-f301-ef11-a574-b8cef6052491,LOYAL,,384129482063399,AUD,36,29.93,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,7,347.93,0
1748,2024-05-11 21:00:00,2024-05-08,ee4f23e6-5e3d-476a-b5bb-0e8af8f76d04,add1e119-2502-ef11-a574-b8cef6052491,LOYAL,,584129362099223,AUD,36,53.61,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,53.61,2
1749,2024-05-11 21:00:00,2024-05-08,ebd6829f-fca3-4481-842c-4db04d8b22e6,7fb4836e-3502-ef11-a574-b8cef6052491,LOYAL,,304129327954729,AUD,36,25.24,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,25.24,2
1750,2024-05-11 21:00:00,2024-05-08,deb50746-61e7-457d-af3d-98da0278a0ea,e1cda35f-1502-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584129287365306,AUD,36,80.75,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,80.75,2
1751,2024-05-11 21:00:00,2024-05-08,d341f06b-5064-411b-9a68-3b0bfbb8d1b3,7d159a5a-2b02-ef11-a574-b8cef6052491,LOYAL,,584129263698807,AUD,36,90.5,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,90.5,2
1752,2024-05-11 21:00:00,2024-05-08,cf18cd8f-8882-48da-879d-c9f7b32ccabd,b382b0d7-3a02-ef11-a574-b8cef6052491,LOYAL,,584129200929979,AUD,36,29.07,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,3,85.43,2
1753,2024-05-11 21:00:00,2024-05-08,94cd2692-2e35-4fad-99ae-d822ab254958,655f7c4b-3602-ef11-a574-b8cef6052491,LOYAL,,584129243835806,AUD,36,65.1,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,65.1,2
1754,2024-05-11 21:00:00,2024-05-08,940865a0-4ae6-4d43-bd1b-690650883c55,4e4a8ad9-0702-ef11-a574-b8cef6052491,LOYAL,,384129299910246,AUD,36,38.74,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,38.74,2
1755,2024-05-11 21:00:00,2024-05-08,3252d5da-49d1-4355-b682-02bb79d1f7bb,fc1cb237-f901-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",384129147035620,AUD,36,54.35,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,54.35,2
1756,2024-05-11 21:00:00,2024-05-08,137422ed-80f1-46ac-a42e-f9ba7ad2aa37,c2a3108d-2002-ef11-a574-b8cef6052491,LOYAL,,304129439068427,AUD,36,36.85,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,36.85,2
1757,2024-05-11 20:45:00,2024-05-08,8315ea77-f74b-480b-a8f0-7ac11cd2dc76,9238c5d2-0d02-ef11-a574-b8cef6052491,LOYAL,,304129030171188,AUD,36,38.28,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,38.28,2
1758,2024-05-11 20:45:00,2024-05-08,3652c446-e699-4ed4-9b60-00c97d996b54,d75542c0-2402-ef11-a574-b8cef6052491,LOYAL,,304129840337701,AUD,36,133.96,E-COMMERCE,263,General Pants Co. Online,ALEXANDRIA,Australia,Fashion & Retail,328,Spend $100 or more and get $5 cashback,272,,FIXED,5.0,100.0,YES,,,32,31,5.0,27,1,133.96,2
1759,2024-05-11 20:45:00,2024-05-08,2149e752-b0e8-4130-8a2a-82bf7b722074,b7d83f3a-2802-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",464129322175718,AUD,36,84.29,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,84.29,2
1760,2024-05-11 20:30:00,2024-05-08,cc3924ab-f808-4a69-b3f6-0b2a8899912c,13c41f67-0602-ef11-a574-b8cef6052491,LOYAL,,384129259030752,AUD,36,76.19,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,76.19,2
1761,2024-05-11 20:30:00,2024-05-08,aeced507-8abb-4bef-8591-a021266cf18c,bd0060a9-3c02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304129264957056,AUD,36,68.46,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,68.46,2
1762,2024-05-11 20:30:00,2024-05-08,aea4abea-8b9a-470e-b58c-afc93d8ee395,4583ca41-be08-ee11-8177-1c98ec1324d5,LOYAL,,384129066378489,AUD,36,42.04,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,42.04,2
1763,2024-05-11 20:15:00,2024-05-08,d01bed9a-3597-4678-b20d-5ade1f719dd4,69f7805f-3102-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",384129299024096,AUD,36,34.5,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,34.5,2
1764,2024-05-11 20:15:00,2024-05-08,ceec3ec6-e8cb-4fca-8c63-33003f88a34a,189966e6-0802-ef11-a574-b8cef6052491,LOYAL,,464129300922230,AUD,36,47.34,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,47.34,2
1765,2024-05-11 20:15:00,2024-05-07,ca638137-24d8-4401-a754-b9b569ec188f,31df97e4-0602-ef11-a574-b8cef6052491,NEW,,384128856609730,AUD,36,117.7,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,28,1,117.7,2
1766,2024-05-11 20:15:00,2024-05-08,ca3d3d60-2569-4262-87bf-a98eb107177f,c81069a5-1a02-ef11-a574-b8cef6052491,LOYAL,,464129260913358,AUD,36,78.76,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,78.76,2
1767,2024-05-11 20:15:00,2024-05-08,96a5688b-116b-46a2-ae58-4927f9e760b9,461f68b8-3802-ef11-a574-b8cef6052491,LOYAL,,384129257907195,AUD,36,27.5,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,5,197.07999999999998,0
1768,2024-05-11 20:15:00,2024-05-09,6fb4f346-f01e-4c54-a1d8-ac06611db69a,44a9425c-0e02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304130023122056,AUD,36,33.15,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,26,2,66.3,2
1769,2024-05-11 20:15:00,2024-05-08,61278f3f-fdb9-4de3-803e-5096ae993feb,4d0e74c9-1302-ef11-a574-b8cef6052491,LOYAL,,384129143990567,AUD,36,37.84,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,121.84,2
1770,2024-05-11 20:15:00,2024-05-08,43628d72-fc82-4c49-97e9-1b52e5059d2e,72a94ab2-3002-ef11-a574-b8cef6052491,LOYAL,,464129313308791,AUD,36,54.2,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,3,136.42000000000002,0
1771,2024-05-11 20:15:00,2024-05-08,23164b1c-5f95-4012-ab63-f0f34da0dc1a,33a54ee8-2902-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304129286831853,AUD,36,65.3,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,65.3,2
1772,2024-05-11 20:15:00,2024-05-07,1654f96f-7100-403d-96fe-39cf98c75e41,b2963f67-1702-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",384128773039782,AUD,36,128.14,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,28,1,128.14,2
1773,2024-05-11 20:00:00,2024-05-08,d2b8a94a-dab3-45ce-8864-4aa5fbc686a3,0f4577ca-2902-ef11-a574-b8cef6052491,LOYAL,,584129274884929,AUD,36,27.9,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,4,126.75999999999999,0
1774,2024-05-11 20:00:00,2024-05-08,c5e40484-d77c-4770-863c-4fe6daa795ad,6706b01f-2c02-ef11-a574-b8cef6052491,LOYAL,,464129315187003,AUD,36,85.0,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,152.85,2
1775,2024-05-11 20:00:00,2024-05-08,6cf33115-40c3-42e5-8fce-dbe7a45c58ed,a31a0b4e-ef01-ef11-a574-b8cef6052491,LOYAL,,584129124170269,AUD,36,37.44,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,37.44,2
1776,2024-05-11 20:00:00,2024-05-09,5aee5cb6-322a-4bde-9dd5-d63059df3492,85d20570-3702-ef11-a574-b8cef6052491,LOYAL,,384130024689405,AUD,36,67.79,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,26,1,67.79,2
1777,2024-05-11 19:45:00,2024-05-08,cad9f7d7-5af8-4b25-acbe-3b481d8e45fb,9baca7a7-d101-ef11-a574-b8cef6052491,LOYAL,,304129237517150,AUD,36,79.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,164.88,2
1778,2024-05-11 19:45:00,2024-05-08,9c48cfe6-ba05-4636-a8be-2cc823c3f981,cfa11919-f001-ef11-a574-b8cef6052491,LOYAL,,464129416453238,AUD,36,33.59,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,33.59,2
1779,2024-05-11 19:45:00,2024-05-08,8a8de65d-3141-46ce-bb4d-22f17f45bdaa,8f341f10-fc01-ef11-a574-b8cef6052491,LOYAL,,584129332423120,AUD,36,49.45,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,4,162.64000000000001,0
1780,2024-05-11 19:45:00,2024-05-08,839ea350-cf04-4cf2-a21b-e46a96f9093d,03a16476-fd01-ef11-a574-b8cef6052491,LOYAL,,464129047122663,AUD,36,46.29,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,5,230.19,0
1781,2024-05-11 19:45:00,2024-05-08,21f23b2b-da9e-43f1-8d93-63b8f97f216a,f5efa40d-0d02-ef11-a574-b8cef6052491,LOYAL,,304129252040147,AUD,36,36.01,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,68.53999999999999,2
1782,2024-05-11 19:45:00,2024-05-08,0d80c9df-e6ff-48b3-925a-96f318db0cf9,a634aeff-d701-ef11-a574-b8cef6052491,LOYAL,,304129320615619,AUD,36,44.35,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,4,164.59,0
1783,2024-05-11 19:30:00,2024-05-08,f451bd92-7fd8-4920-b5f7-ce4bedbf5afa,b635946b-1502-ef11-a574-b8cef6052491,LOYAL,,304129269290085,AUD,36,69.75,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,69.75,2
1784,2024-05-11 19:30:00,2024-05-08,516e1da5-4de2-4e6a-8f72-72a079b2e2ec,075413c1-2502-ef11-a574-b8cef6052491,LOYAL,,584129094579734,AUD,36,65.7,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,65.7,2
1785,2024-05-11 19:30:00,2024-05-08,3f490fb4-2de8-4a13-a229-2624b6a0cde7,cf72e4fa-1502-ef11-a574-b8cef6052491,LOYAL,,584129294151749,AUD,36,35.79,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,4,164.98000000000002,0
1786,2024-05-11 19:30:00,2024-05-08,30659ea1-f037-475d-8a75-f2dcfebcc784,e6c2b3cd-2d02-ef11-a574-b8cef6052491,LOYAL,,464129254902996,AUD,36,56.13,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,56.13,2
1787,2024-05-11 19:15:00,2024-05-08,85ecfa31-a72a-44ff-b12a-b3e0a6a09363,aa5d9972-2402-ef11-a574-b8cef6052491,LOYAL,,384129785826472,AUD,36,40.44,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,81.36,2
1788,2024-05-11 19:15:00,2024-05-08,6a039783-4a38-43e6-ad4b-a5e04369f53a,12739a15-2002-ef11-a574-b8cef6052491,LOYAL,,304129318395147,AUD,36,71.19,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,110.22,2
1789,2024-05-11 19:15:00,2024-05-08,3d364591-8cb4-47e9-8aab-235766080c37,7cfc9f6c-0002-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",384129360571838,AUD,36,31.24,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,2,65.78,2
1790,2024-05-11 19:15:00,2024-05-08,30f53005-f6c1-4d38-a7bb-277aa8b94499,4e8f0786-2d02-ef11-a574-b8cef6052491,LOYAL,,304129340756169,AUD,36,31.21,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,4,187.77,0
1791,2024-05-11 19:00:00,2024-05-08,ffe3a037-a656-465c-81c8-ef84859fafd9,9f295159-f601-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",584129102687934,AUD,36,117.89,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,27,1,117.89,2
1792,2024-05-11 19:00:00,2024-05-08,f594572c-b36a-4045-ad96-51ceee2aedb5,8151a788-3802-ef11-a574-b8cef6052491,LOYAL,,584129787688224,AUD,36,38.27,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,38.27,2
1793,2024-05-11 19:00:00,2024-05-08,ebe0c993-f03c-4a9a-8c7e-ca680c383da8,23d950ac-3002-ef11-a574-b8cef6052491,LOYAL,,464129308470164,AUD,36,105.3,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,105.3,2
1794,2024-05-11 19:00:00,2024-05-08,e7f0a290-8396-4514-9a08-61ef0b933477,15412569-2702-ef11-a574-b8cef6052491,LOYAL,,304129152560974,AUD,36,34.45,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,34.45,2
1795,2024-05-11 19:00:00,2024-05-08,d57afbdb-a4c7-437d-803e-60fbb070b659,f4fa6528-2102-ef11-a574-b8cef6052491,LOYAL,,304129257629296,AUD,36,70.03,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,70.03,2
1796,2024-05-11 19:00:00,2024-05-08,d483b1d1-9660-4cf7-917a-38d271fa83d6,f5bdf5df-3502-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",384129261463242,AUD,36,187.98,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,27,1,187.98,2
1797,2024-05-11 19:00:00,2024-05-08,c01f72b2-f961-4859-962e-d280ee0f8587,4616478b-0102-ef11-a574-b8cef6052491,LOYAL,,384129230921377,AUD,36,51.3,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,3,137.67,0
1798,2024-05-11 19:00:00,2024-05-08,aed4c21a-8f13-4aaf-aba7-cf6af1184f50,a77a7509-fb01-ef11-a574-b8cef6052491,LOYAL,,384129062795574,AUD,36,30.62,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,30.62,2
1799,2024-05-11 19:00:00,2024-05-07,6afc855c-7ab8-4216-9544-ac1c361a3c43,5f4e7148-3202-ef11-a574-b8cef6052491,NEW,,384128811677606,AUD,36,94.74,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,28,1,94.74,2
1800,2024-05-11 19:00:00,2024-05-08,4fb1dff9-f2a6-44a8-9bbb-f97edb34349b,8aabec57-1302-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",384129405366427,AUD,36,47.85,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,47.85,2
1801,2024-05-11 19:00:00,2024-05-08,4159434b-0531-414a-8c94-6a7dfab794a9,500eab07-0d02-ef11-a574-b8cef6052491,LOYAL,,584129141243757,AUD,36,30.2,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,30.2,2
1802,2024-05-11 19:00:00,2024-05-08,2eb4624e-2199-4e14-83f7-39199599101d,52b60c57-1202-ef11-a574-b8cef6052491,LOYAL,,384129241925328,AUD,36,97.8,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,97.8,2
1803,2024-05-11 18:45:00,2024-05-08,ac94acfe-49e1-4ca7-800e-b68bc8122c37,bbb5dab5-0e02-ef11-a574-b8cef6052491,LOYAL,,464129273040784,AUD,36,83.64,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,83.64,2
1804,2024-05-11 18:45:00,2024-05-08,a7d0d7c0-4e04-4217-897c-d2747001a4fe,a26cd057-f401-ef11-a574-b8cef6052491,NEW,,464129395997159,AUD,36,117.97,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,27,1,117.97,2
1805,2024-05-11 18:45:00,2024-05-08,9b447043-bd16-4c36-b6b8-8f4d1cf5a605,44e2ca38-3502-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",384129245769936,AUD,36,36.59,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,3,101.68,0
1806,2024-05-11 18:45:00,2024-05-09,68c8bfe9-2b0d-4417-92d1-bc044ed9cf1b,066047f2-fb01-ef11-a574-b8cef6052491,LOYAL,,384130000775648,AUD,36,35.81,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,26,1,35.81,2
1807,2024-05-11 18:45:00,2024-05-08,49766cc3-4ad3-4592-bd1b-3a23f7bda99e,6b3cd713-f101-ef11-a574-b8cef6052491,LOYAL,,584129286885970,AUD,36,46.03,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,46.03,2
1808,2024-05-11 18:45:00,2024-05-08,148ceb88-091d-46b8-a27c-d658f074a447,d4aef966-3b02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584129346413574,AUD,36,62.4,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,27,1,62.4,2
1809,2024-05-11 18:30:00,2024-05-08,971874ff-893a-48c1-8b8d-a87281127f78,7bd615f3-f401-ef11-a574-b8cef6052491,LOYAL,,384129272655067,AUD,36,25.36,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,3,127.47999999999999,0
1810,2024-05-11 18:30:00,2024-05-09,8080781b-c854-47e7-97a9-78c351c56d52,4cd6d3d8-2c02-ef11-a574-b8cef6052491,LOYAL,,464130003665234,AUD,36,34.94,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,26,1,34.94,2
1811,2024-05-11 18:30:00,2024-05-08,57598d11-611b-492a-b5b2-f30bca08c5f7,54b6ea2e-3002-ef11-a574-b8cef6052491,LOYAL,,584129270931012,AUD,36,43.7,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,43.7,2
1812,2024-05-11 18:30:00,2024-05-08,2090e32f-6131-4315-95a4-6b2efe12e313,05ab1410-1a02-ef11-a574-b8cef6052491,LOYAL,,384129290777359,AUD,36,31.08,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,2,92.71000000000001,2
1813,2024-05-11 18:00:00,2024-05-08,ff28b7ff-effb-4239-9db0-9fabcf2b7c32,e173e9bb-2602-ef11-a574-b8cef6052491,LOYAL,,584129483120701,AUD,36,32.34,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,27,1,32.34,2
